Reviews,Sentiment
"khách sạn caraven đà nẵng tọa lạc ở trung tâm, phòng ốc rộng rãi, sạch sẽ, nhân viên nhiệt tình, vui vẻ, trang thiết bị. trong phòng cũng đầy đủ và phù hợp với nhu cầu sử dụng của tôi. tôi rất hài lòng về nơi đây và sẽ quay lại khi có cơ hội.",positive
bữa trưa lên món rất trễ.,negative
"khách sạn có phòng ốc rộng rãi, trang nhã, tạo cảm giác thoải mái cho khách hàng, nhân viên phục vụ rất thân thiện, vui vẻ.",positive
chăn và ga giường có mùi ẩm. không được sạch.,negative
tôi ở khách sạn 2 ngày. nhưng chủ yếu là nghỉ ngơi vào buổi tối nên không sử dụng nhiều dịch vụ ở đây. tuy nhiên tôi thấy chất lượng phòng tốt  đầy đủ tiện nghi và vệ sinh khá sạch sẽ.,positive
giá cả không hợp với chất lượng phòng.,negative
"khách sạn có mức giá rẻ. vậy mà chất lượng lại rất tốt. phòng của tôi ở vệ khá thoáng, sạch sẽ và được trang bị đầy đủ tiện nghi. nhân viên thường xuyên lau dọn và thay mới các vật dụng nhà tắm. vị trí khách sạn caraven nằm ở khu vực trung tâm thành phố nên đi lại cũng tiện.",positive
bữa trưa tự ăn.,negative
"caraven đà nẵng có một vị trí rất đẹp, rất thuận tiện cho việc đi lại và tham quan những địa điểm du lịch như phố cổ hội an, cầu xoay sông hàn. khi đến đây, nhân viên đón tiếp chúng tôi rất nhiệt tình, hòa nhã. tôi rất hài lòng và sẽ quay lại khi có cơ hội.",positive
khách sạn không có máy lạnh.,negative
"tôi hài lòng khi trải qua ngày nghỉ tại khách sạn caraven đà nẵng. mọi thứ đều ok, vệ sinh rất sạch sẽ. khách sạn không phục vụ ăn sáng. nhưng tôi dễ dàng tìm thấy các quán ăn ở gần đây. tôi không đặt trực tiếp tại khách sạn. nhưng lúc đến nhân viên rất niềm nở  vui vẻ.",positive
phòng không được quảng cáo như hình và không đẹp như quảng cáo.,negative
"tôi có chuyến công tác khá thoải mái khi ở tại khách sạn icon 36 saigon. thái độ của nhân viên đối với khách hàng niềm nở, nhiệt tình và lịch sự. khách sạn cũng cấp phòng ốc sạch sẽ, thoáng mát. khách sạn nhỏ nhưng phòng lớn nên tiện nghi chưa chuẩn. vị trí khá thuận tiện và chi phí hợp lí.",positive
"phòng xấu, nam nhân viên lễ tân bất lịch sự.",negative
"nhân viên khách sạn phục vụ tốt, vui vẻ, hòa nhã. phòng sạch sẽ, hồ bơi sạch. nhưng khuresort hơi nhỏ  chỉ thích hợp với khách có nhu cầu 1 nghỉ dưỡng 1 ngày.",positive
cảnh quang chẳng có gì ngoài rác.mùi thum thủm bay khắp nơi.,negative
"thời gian nghỉ tại khách sạn caraven đà nẵng thì tôi rất hài lòng với dịch vụ tại đây. phòng vệ sinh sạch sẽ. nhưng tôi ở lầu hai  không có view nhìn ra biển nên thấy hơi chán. nhân viên nhiệt tình, hiếu khách. nhìn chung về tổng quan thì tôi thấy khá hài lòng.",positive
bóng điện chập chờn. không được sáng.,negative
"khách sạn thì khá tốt so với mức giá. thái độ của nhân viên phục rất nhẹ nhàng, lịch sự. vấn đề vệ sinh được khách sạn rất chú trọng nên cũng an tâm. chỉ có một đều là diện tích phòng hơi bé, sinh hoạt. trong phòng còn gặp nhiều trở ngại. vị trí khách sạn ở khu vực trung tâm thành phố nên đi lại cũng tiện.",positive
ti vi không có k+ và các kênh truyền hình thông dụng.,negative
"khách sạn nằm gần những địa điểm tham quan nổi tiếng. về dịch vụ của khách sạn thì có nhân viên phục vụ vui vẻ, vệ sinh sạch sẽ, phòng ngủ rộng, thoải mái.",positive
không có xe đạp đi biển.,negative
"khách sạn caraven có vị trí khá thuận tiện cho việc đi lại các địa điểm tham quan nổi tiếng của đà nẵng. nội thất mới mẻ, đầy đủ tiện nghi có thể đáp ứng được nhu cầu khách hàng, nhân viên vui vẻ.",positive
ok goood.,negative
"khách sạn nằm gần những địa điểm tham quan nổi tiếng của đà nẵng. được thiết kế theo lối kiến trúc hài hòa tạo nên không gian dễ chịu. thái độ nhân viên rất dễ thương, phục vụ nồng nhiệt.",positive
giường nằm không êm lắm.,negative
"tôi sử dụng dịch vụ ở đây chỉ thấy hơi bất tiện về tiện nghi như: đèn hơi mờ, ổ điện thì sử dụng khó khăn. vệ sinh ở đây dọn dẹp phòng chưa kỹ. ngoài ra thái độ phục vụ nhân viên ở đây khá tốt.",positive
bề ngoài khách sạn không bắt mắt (không tân trang).,negative
"khách sạn có giá rẻ mà chất lượng khá tốt. diểm tốt nhất ở khách sạn là thái độ của nhân viên và quản lí của khách sạn rất lịch sự, nhiệt tình. vị trí khách sạn nằm ở khu vực trung tâm nên đi lại cũng dễ dàng.",positive
bảo vệ coi thường khách hàng. chưa chỉ dẫn khách hàng đúng như khách hàng mong muốn.,negative
phòng caraven hơi nhỏ. đi ra biển cũng khá xa. nhưng được cái là nhân viên phục vụ tốt  nhiệt tình và chu đáo khi hỗ trợ làm thủ tục cho khách hàng. phòng ốc sạch sẽ.,positive
phòng ngủ không có tủ đựng đồ.,negative
"khách sạn ở ngay khu vực trung tâm thành phố, tôi thấy giá như thế này là rất hợp lý. phòng không đẹp. nhưng sạch sẽ  tiện nghi. tôi chủ yếu đi chơi nên cảm thấy chất lượng khách sạn như vậy là rất tốt.",positive
"khách sạn không có wifi. tín hiệu wifi kém, có nhiều muỗi, nhà vệ sinh chưa sạch sẽ.",negative
"chúng tôi đã có 3 ngày ở lại khách sạn caraven. khách sạn có giá phòng khá rẻ tiết kiệm rất nhiều cho chi phí chuyến đi, vị trí lại nằm ở khu trung tâm thành phố nên đi lại, tham quan và ăn uống đều tiện lợi. phòng ở cũng đầy đủ tiện  nghi.",positive
bữa tối: những món ăn đặc sản của khu du lịch đó (để mọi người co thể trải nghiệm thêm).,negative
"phòng tại resort có không khí yên bình và tuyệt vời. sau một ngày làm việc bận rộn, tôi thực sự thấy thoải mái khi sử dung các tiện nghi giải trí như vườn, phòng tắm hơi, spa, bể bơi ngoài trời, phòng thể dục của resort.",positive
không có máy nước nóng-lạnh.,negative
"khách sạn caraven có giá rất tốt. vị trí lại nằm ở khu trung tâm nên việc đi lại, tham quan và ăn uống đều thuận lợi. phòng ở được trang bị đầy đủ tiện nghi. nhân viên vui vẻ, nhiệt tình.",positive
quang cảnh xấu.,negative
"khách sạn có vị trí gần trung tâm thành phố nên thuận tiện cho việc đi lại các địa điểm tham quan nổi tiếng. tôi hài lòng về dịch vụ của khách sạn caraven ví dụ như nhân viên phục vụ nhanh nhẹn, ân cần. nếu có cơ hội ra đà nẵng lần sau tôi sẽ đặt phòng ở khách sạn này.",positive
phòng ốc kém sang.,negative
"khách sạn có vị trí gần trung tâm thành phố nên rất thuận tiện cho việc đi lại các địa điểm tham quan du lịch nổi tiếng, đồ nội thất mới mẻ kết hợp với trang thiết bị hiện đại tạo nên không gian hài hòa, sang trọng, nhân viên dễ thương, tươi tắn, phục vụ nhanh nhẹn.",positive
nhiều khách sạn còn có mở các hoạt động đen làm ảnh hưởng tới khách và những người xung quanh.,negative
"nhân viên phục vụ của khách sạn caraven rất tốt và nhiệt tình. phòng ốc sạch sẽ, tiện nghi. hơn nữa, vị trí của khách sạn gần biển đi lại cũng chỉ mất vài phút đi bộ nên rất thuận lợi.",positive
không được tổ chức tiệc dưới sân khi đi 1 đoàn.,negative
"tôi hoàn toàn hài lòng về khách sạn caraven đà nẵng. tuy khách sạn có qui mô nhỏ nhưng chất lượng dịch vụ rất tốt. nhân viên nhiệt tình, nhẹ nhàng, tôi ra ngoài về là đã thấy phòng được dọn dẹp sạch sẽ. tôi đã giới thiệu cho nhiều bạn bè tôi đến đây ở.",positive
phục của nhân viên còn chặm. chưa được chuyên nghiệp.,negative
"nhìn chung thấy phòng ốc cung cấp cũng khá ổn và sạch sẽ, tiện nghi được bố trí cũng đầy đủ, phục vụ nhiệt tình vui vẻ. cảm thấy dịch vụ có chất lượng ổn và phù hợp với giá cả.",positive
cảm thấy rất chán khi ở đây. không có wifi cũng như những hình thức giải trí khác.,negative
"so với chi phí đã bỏ ra thì chất lượng khách sạn này tốt. nhân viên phục vụ khách hàng vui vẻ, thân thiện. phòng ốc được giữ gìn vệ sinh sạch sẽ. những vật dụng, nội thất cần thiết được khách sạn cung cấp đầy đủ.",positive
"cảnh quang xung quanh không đẹp, không vệ sinh. vị trí cách xa trung tâm thành phố, di chuyển đến các địa điểm tham quan khó khăn, khoảng cách xa.",negative
"nhân viên khách sạn nirvana này tôi thấy khá nhiệt tình, thân thiện, chu đáo. phòng ốc được dọn dẹp vệ sinh sạch sẽ, trang bị đầy đủ tiện nghi cho tôi sử dụng. tôi không phàn nàn gì khi nghỉ ngơi tại đây.",positive
khách sạn ở thành phố như chưa tận dụng view đẹp.,negative
"khách sạn nirvana có diện tích hơi nhỏ. nhưng phòng ốc sạch sẽ  đầy đủ tiện nghi cũng như những trang thiết bị cần thiết. phía sau có sửa chữa nên hơi ồn. nhân viên lịch sự, thân thiện. vị trí thuận tiện và giá cả hợp lí.",positive
"buffer đắt , đồ không tươi , không phong phú.",negative
"giá cả bỏ ra tương xứng với chất lượng khách sạn đang cung cấp. phòng ốc được giữ gìn vệ sinh sạch sẽ. tiện nghi, nội thất được cung cấp đầy đủ. nói chung, tôi hài lòng khi nghỉ ngơi tại khách sạn này.",positive
"không có tủ lạnh. trong phòng, và không có máy nước nóng lạnh.",negative
"riêng về silver creek tôi có vài ý kiền như sau:- về phòng : sạch- về thái độ nhân viên : nhiệt tình.- về ăn sáng : theo thực đơn. ít sự lựa chọn, thiết nghĩ với tầm cỡ 4 sao thì không ổn.-  về hồ bơi : nên có qui định, nội qui chặt chẽ. hôm gia đình tôi ở thì  thấy có 3 khách lẻ là trẻ em mua vé bơi. nhưng mặc đồ thường (bé gái mặc  đồ bộ. bé trai mặc quần đùi) xuống bơi hồ, không thấy nhân viên hồ bơi  hay bảo vệ nhắc nhở. có gia đình là khách lưu trú cho con đi tiểu tiện  ngay rãnh trên hồ nhỏ cũng không thấy ai nói gì, người nhà tôi có nhắc. nhưng họ nói bảo vệ không nói gì thì mắc gì người khác có ý kiến.cũng mong silver creek city resort lưu ý những điều tưởng nhỏ như trên nhưng làm giảm hình ảnh của mình không ít.mong silver creek ngày càng hoàn thiện và phát triển. nếu đi ngắn ngày và cự li gần thì silver creek vẫn là sự lựa chọn của gia đình tôi.",positive
nhân viên phục vụ không chu đáo.,negative
"thái độ mọi người ở like backpacker hostel đà nẵng đều tươi cười, nhiệt tình khi nói chuyện, cư xử với khách hàng. đồng thời, không gian phòng ốc thoáng mát, cùng với vệ sinh sạch sẽ nên tôi đánh giá cao.",positive
tóm lại khách sạn chưa đáp ứng được nhu cầu của khách hàng so với giá cả đưa ra.,negative
"tôi được sắp xếp ở trên tầng 5. phòng 501 có máy điều hòa cũ rồi nên không được mát, có máy quạt. nhưng vẫn nóng. nếu khách sạn thay mới đi để được phục vụ khách hàng sau tốt hơn. ổ điện trong phòng hơi lỏng lẻo. còn về chất lượng phục vụ của nhân viên thì ok. vị trí thuận tiện và giá cả cũng hợp lí.",positive
"đây là khách sạn làm tôi thất vọng nhất từ trước đến giờ. phục vụ không chu đáo, dịch vụ đắt đỏ, nhân viên hời hợt. tôi đã kỳ vọng một khách sản đẳng cấp, tuyệt vời cho kỳ nghỉ của mình. nhưng thật thất vọng.",negative
"đội ngũ nhân viên luôn thân thiện và niềm nở với khách hàng. cộng với số tiền tôi chi trả tương xứng với chất lượng phòng nghỉ, nên thời gian trú ngụ lại like backpacker hostel đà nẵng tôi thấy hài lòng.",positive
giá cả thì cao hơn. trong khi cơ sở vật chất lại không xứng với giá tiền tôi phải bỏ ra.,negative
"chi phí  như thế ổn, tương xứng với chất lượng dịch vụ khách sạn đang cung cấp. nhưng bạn nhan viên khách sạn phục vụ khách hàng ổn. vệ sinh phòng ốc cũng được. tiện nghi cơ bản, khách sạn nên chú ý những vật dụng. trong nhà vệ sinh hơn.",positive
phục vụ bữa tối quá trễ.,negative
"khách sạn này khá tốt, nhân viên thân thiện, nhiệt tình. phòng ốc được vệ sinh sạch sẽ, gọn gàng, nội thất. trong phòng được bố trí đầy đủ và tiện nghi. nhìn chung, tôi hài lòng khi nghỉ ngơi tại khách sạn like backpacker hostel đà nẵng.",positive
"k niềm nở , đón chào.",negative
"khách sạn này theo đánh giá của cá nhân tôi thì nghỉ ngơi cũng tạm. vị trí thuận tiện, phù hợp với yêu cầu đi lại của tôi. phòng ốc được dọn dẹp vệ sinh sạch sẽ. trang thiết bị, tiện nghi khách sạn cung cấp tương đối đầy đủ.",positive
xe cho thuê có mùi khó chịu. xe có nhiều vết trầy thiếu thẩm mỹ.,negative
"cung cách tiếp đón cũng như phục vụ khách hàng thân thiện và không kém phần lịch sự. bên cạnh đó, ở đây họ cũng chuẩn bị phòng ốc khá chu đáo, sắp xếp các vật dụng ngay ngắn, vệ sinh phòng ốc sạch sẽ.",positive
"buffet cơm chưa đủ vị. trưa nóng, thoát nước dễ kẹt. tối view chưa ổn, ).",negative
dịch vụ có giá cả hài lòng với chất lượng mang lại. phòng ốc chúng tôi được nhân nhanh chóng và vị trí cũng khá thuận tiện tham quan đi lại. phục vụ vui vẻ nhiệt tình nên chúng tôi hoàn toàn hài lòng khi đã chọn dịch vụ này.,positive
"buffet có 15 món, 15 món toàn cơm trắng + dầu+ nước tương pha nước loãng.",negative
"tôi đã quyết định lựa chọn khách sạn nirvana để làm địa điểm dừng chân cũng như nghỉ ngơi cho mình. vì khách sạn này sạch sẽ, có đầy đủ các tiện nghi. tôi đánh giá khách sạn này có chất lượng ok.",positive
không có các thiết bị an toàn và thức ăn dự trữ phòng khi có tai nạn.,negative
"tôi đánh giá khách sạn nirvana có chất lượng cũng được. phòng ốc được dọn dẹp vệ sinh sạch sẽ. nhưng tôi hơi tiếc khi ở đây ấm đun siêu tốc và máy sấy tóc không có. nhân viên phục vụ nhiệt tình, thân thiện.",positive
wifi tệ.,negative
"chúng tôi đến khách sạn này vào một buổi tối sau một chuyến bay dài. chúng tôi đã được đón tiếp nồng nhiệt và các nhân viên luôn nhiệt tình như vậy. trong suốt kì nghỉ. nhà bếp rất tốt, một hồ bơi đẹp, phòng tập thể dục tốt. tất cả mọi tiện nghi đều đầy đủ cho cả gia đình.",positive
không có dụng cụ y tế.,negative
"phong cách đón tiếp khách hàng tốt, mọi người đều thân thiện và lịch sự. trong giao tiếp. thêm vào đó, dịch vụ phòng nghỉ sạch sẽ, gọn gàng. do đó, khi ở like backpacker hostel đà nẵng, tôi thấy hài lòng.",positive
bữa tối mùi vị các món không tốt.,negative
"like backpacker hostel đà nẵng có chất lượng dịch vụ nhìn chung cũng được. phòng ở được giữ vệ sinh sạch sẽ, trang thiết bị. trong phòng tương đối đầy đủ, nhân viên khách sạn lịch sự, vui vẻ với khách hàng.",positive
vị trí không đắc địa.,negative
"vừa rồi, tôi có đặt 1 căn phòng ở khách sạn nirvana để khách hàng tôi nghỉ ngơi lại trong chuyến đi đà nẵng. sau thời gian trải nghiệm dịch vụ ở đây về. khách tôi phản hồi tốt và không hề than phiền gì.",positive
khách san không có phục vụ phòng. chủ khách sạn cứ muốn bán lại khách sạn cho tôi.,negative
"phòng sạch, trang thiết bị hoạt động tốt. nhưng cạnh bên có công trường đang thi công nên đêm ngủ hơi ồn. nhân viên nhiệt tình, giải quyết tình huống tốt. vì tôi check in muộn vào lúc đêm nên hôm sau tôi ở thêm giờ. nhưng linh hoạt không tính phụ thu.",positive
"phòng ốc thấp, lối đi hành lang tối. đèn thường xuyên chập chờn, phòng không cách âm dẫn đến những gì phòng bên cạnh làm tôi đều nghe hết. nhất là lúc tôi đến có đôi bạn trẻ mới cưới đi hưởng tuần trang mật, họ làm những chuyện về đêm làm tôi rất đau đầu. tôi xin quản lý chuyển phòng. nhưng qua phòng mới thì vẫn thế. cuối cùng tôi phải kết thúc chuyện công tác sớm. vì đau đầu.",negative
"chọn khách sạn nirvana nghỉ ngơi tôi cảm thấy hài lòng. phòng ốc có chất lượng tốt, giữ gìn vệ sinh sạch sẽ, bố trí nội thất, tiện nghi đầy đủ. cung cách những bạn nhân viên khách sạn phục vụ khách hàng vui vẻ, thân thiện.",positive
thức ăn buổi tối ngon.,negative
"like backpacker hostel đà nẵng có dịch vụ cũng được, vị trí ok., dịch vụ chung đạt tiêu chuẩn, giá cả phù hợp. phòng ở sạch sẽ, đầy đủ tiện nghi. nhân viên cũng lịch sự, thân thiện. mọi thứ ổn, tôi hài lòng khi nghỉ tại đây. dịch vụ không có gì phàn nàn.",positive
"bữa trưa ở đây cực kì tệ với món nóng, bếp, và không khí ở đây, thật tệ hại.",negative
"thời điểm trú ngụ lại like backpacker hostel đà nẵng. tôi không thấy điều gì phát sinh khiến tôi phải phàn nàn cả. nhân viên thể hiện được sự thân thiện cũng như lịch sự với khách hàng. phòng ở thì sạch, gọn.",positive
"giường ngủ không được ổn định, hay kiu cọt kẹt.",negative
"đối với mức giá mềm như vậy thì tôi cảm thấy dịch vụ của like backpacker hostel đà nẵng đã tốt lắm rồi. phòng ốc tươm tất, sạch sẽ và giường ngủ khá thoải mái. lễ tân thân thiện, hỗ trợ tích cực đồng thời vị trí cũng thuận lợi cho tôi nên tôi rất hài lòng.",positive
các nhận xét trên đủ làm khách sạn trở nên phá sản.,negative
"tôi cảm thấy giá ở khách sạn rất rẻ, phòng lại đảm bảo nên ở thích lắm. điều kiện vệ sinh tốt. lễ tân tận tình với khách và vị trí đi lại thuận lợi, chẳng có gì để tôi phàn nàn về dịch vụ. ngoại trừ 1 điểm đó là hạng phòng 6 giường tôi đặt đã bị hư mà họ lại không báo trước cho tôi. cuối cùng lại chuyển sang phòng 10 giường, cũng được thôi. nhưng tôi thấy chưa happy lắm.",positive
"mọi thứ không như quảng cáo. không điều hoà, không tv, không internet, không có nước nóng, đồ ăn tệ. thật không thể tin được lại có một khách sạn như vậy. trong khi quảng cáo lại rất hào nhoáng.",negative
tôi cảm thấy hài lòng khi quyết định chọn lựa like backpacker hostel đà nẵng để lưu lại. với mức giá hợp lý mà cung cách phục vụ của nhân viên rất tốt. mọi người đều vui vẻ và lịch sự. trong cách giao tiếp.v.,positive
quan cảnh không được đẹp. trang trí phòng khá là cổ kỉ. chỗ lấy xe ra vào bất tiện.,negative
"mọi thứ đều tốt, phòng ốc dịch vụ đều ổn, nhân viên nhiệt tình, chu đáo. nhưng mà spa đóng cửa hơi sớm  tôi đi 8h mà đã đóng cửa rồi. trễ chút thì ok hơn.",positive
không đáp ứng đủ các tiện nghi cần thiết.,negative
"tôi đánh giá cao cách làm việc của nhân viên ở like backpacker hostel đà nẵng. nhân viên đón tiếp, làm việc rất lịch sự và nhiệt tình hướng dẫn khách, vui vẻ, thân thiện. về dịch vụ phòng cũng tốt, phòng ốc đạt tiêu chuẩn, vệ sinh sạch sẽ, đầy đủ tiện nghi. tôi hài lòng khi nghỉ tại đây, giá cả như vậy tôi thấy là hợp lý và tương xứng với dịch vụ.",positive
nước trong phòng lúc có lúc không. máy lạnh lại hư tui không tài nào ngủ được.,negative
"nhìn chung chất lượng dịch vụ like backpacker hostel đã mang lại ấn tượng tốt cho khách đến đây cũng như nghỉ ngơi thoải mái và an toàn với tiện nghi đầy đủ, phòng sạch sẽ và rộng rãi.",positive
tôi sẽ không muốn nhà khách này trên kẻ thù tồi tệ nhất của tôi. chúng tôi đặt đưa đón sân bay mà không đến nơi - khủng khiếp sau khi chờ đợi hai giờ cho một thị thực nhập cảnh. gọi là khách sạn duy nhất được nói với chúng ta sẽ có để có được một chiếc taxi vào lúc nửa đêm biến mất. các chị là không thân thiện và không bao giờ nói nhiều như chào chúng tôi. hoặc cảm ơn bạn sau khi kiểm tra ra. không có bản đồ được cung cấp. hoặc bất cứ lời khuyên hàng đầu trên hướng hà nội. room was very cơ bản và các bạn được cung cấp với một trải chăn. nhưng không có chăn thực tế. kiến nhỏ trên một. trong những giường. chỉ mặt tích cực là đã có một tv đầy đủ chức năng và vị trí là tốt. tôi sẽ không ở đây thêm lần nào nữa. chúng tôi thực sự kiểm tra ra và đi thẳng đến một khách sạn khác. trong khu phố cổ mà là một ốc đảo trong so sánh. dành một chút thêm tiền và đi nơi khác.,negative
"theo cá nhân tôi đánh giá thì dịch vụ ở like backpacker hostel đà nẵng này tốt, các tiện ích ở đây đạt tiêu chuẩn, đáp ứng được yêu cầu của khách. phòng ở sạch sẽ, đầy đủ tiện nghi, nhân viên thì phục vụ cũng nhiệt tình, mọi thứ ổn, giá tương xứng với dịch vụ của khách sạn.",positive
đồ dùng trong nhà vệ sinh không được sạch.,negative
"vị trí thuận tiện đi lại cho việc tham quan cũng như mua sắm của tôi. phòng ốc ok, nhân viên nhiệt tình, chu đáo, giá cả cũng phù hợp với chất lượng. nhìn chung, tôi không phàn nàn gì khi nghỉ ngơi tại đây.",positive
trong phòng nóng. do không có điều hòa.,negative
"chọn khách sạn nirvana nghỉ ngơi tôi hài lòng với chất lượng khách sạn này cung cấp. thái độ nhân viên làm việc chuyên nghiệp, thân thiện, nhiệt tình. phòng ốc trang bị tiện nghi, nội thất đầy đủ và giữ gìn vệ sinh sạch sẽ.",positive
bữa tối thì đi ăn ngoài. vì nghe tin có người bị ngộ độc thực phẩm.,negative
"trong chuyến du lịch vừa qua tôi có đặt phòng tại khách sạn nirvana làm nơi dừng chân và sau khi nghỉ ngơi ở đây tôi thấy không có vấn đề gì để phàn nàn về khách sạn. nhìn chung mọi thứ của khách sạn đều ổn từ vấn đề vệ sinh phòng ốc, tiện nghi đến thái độ nhân viên cũng như vị trí và giá cả.",positive
nên có thêm các chỉ dẫn về các địa điểm du lịch.,negative
"trong chuyến du lịch vừa qua tôi có đặt phòng tại khách sạn nirvana và sau khi ở đây tôi cảm thấy mọi thứ của khách sạn tốt từ thái độ phục vụ của nhân viên nhiệt tình, phòng ốc, vệ sinh, tiện nghi đến vị trí thuận tiện và giá cả. nhìn chung tôi hài lòng khi nghỉ ngơi tại đây.",positive
"buffet không đảm bảo được dinh dưỡng,đồ ăn không ngon(không hợp khẩu vị).",negative
"trong chuyến du lịch vừa qua tôi có đặt phòng tại khách sạn nirvana và sau khi ở đây tôi có vài nhận xét sau. phòng ốc rộng rãi, sạch sẽ và đầy đủ tiện nghi. thái độ phục vụ của nhân viên nhiệt tình. vị trí gần biển và về giá cả theo tôi cảm nhận là rẻ, hợp lý.",positive
"tường hành lang bị bong tróc, mất thẩm mĩ.",negative
"để tiết kiệm chi phí du lịch tôi đã chọn loại phòng tập thể ở khách sạn like backpacker hostel đà nẵng thế. nhưng chất lượng không tồi tí nào. giường của tôi ngủ thoải mái, đồ đạc sắp xếp gọn gàng, toilet cũng dọn dẹp sạch sẽ. địa điểm gần trung tâm, các nơi ăn uống. lễ tân hỗ trợ khách nhiệt tình, đề nghị gì cũng vui vẻ cả. lần sau nếu có dịp ra đây chơi, tôi vẫn sẽ chọn khách sạn này để nghỉ lại.",positive
không có bữa trưa.,negative
ngoài ra  nhân viên phục vụ nhẹ nhàng. giá tiền mềm phù hợp với nhu cầu chỉ cần một chỗ qua đêm như tôi.,positive
nhiều khách sạn nội thất phòng ốc nhìn cũ kĩ cũng không thèm thay hay đá động gì.,negative
"tôi có đặt phòng ở khách sạn mi linh giúp người quen của tôi. khi đi về thì khách không có phàn nàn gì khi nghỉ tại đây, mọi thứ ổn. dịch vụ đáp ứng được yêu cầu của khách, dịch vụ phòng ổn, vị trí thuận tiện cho công việc. giá cả đặt qua mytour khá hợp lý.",positive
nhân viên nhiệt tình.,negative
"chất lượng dịch vụ của like backpacker hostel đà nẵng cũng tốt, giá rẻ, vừa túi tiền với mọi người. nhân viên khách sạn thân thiện và niềm nở lắm. phòng ở sạch sẽ. gọn gàng, không có vấn đề gì phàn nàn.",positive
bãi biển nhiều rác.,negative
"nhận xét của tôi về khách sạn like backpacker hostel đà nẵng là tốt. phòng ốc khách sạn được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên khách sạn vui vẻ và nhiệt tình. vị trí khách sạn tốt, thuận tiện cho chuyến đi của tôi.",positive
"khách sạn thì dơ. đồ ăn thì tệ, phòng ốc thì kín,nói chung sẽ không bao giờ quay lại đây.",negative
"tôi đã có khoảng thời gian hài lòng khi nghỉ ngơi lại like backpacker hostel đà nẵng này. bởi vì mọi người nơi đây đều thân thiện, việc dọn phòng lại sạch sẽ, ngăn nắp. với lại, giá cả như vậy là hợp lý.",positive
bữa tối không đủ chất.,negative
"mọi người ai cũng vui và không có vấn đề gì phát sinh khi nghỉ tại đây cả. phòng ốc tốt, nhân viên vui vẻ và nhiệt tình. vị trí thuận tiện cho chuyến đi của tôi.",positive
cần quan tâm đến khách hàng nhiều hơn.,negative
"khách sạn nirvana đã giúp tôi có chuyến nghỉ ngơi thoải mái. vị trí thuận tiện gần khu trung tâm thuận tiện cho việc đi lại bên cạnh đó giá cả hợp lí. phòng ốc sạch sẽ, nội thất bên. trong phòng đầy đủ tiện nghi, sắp xếp gọn gàng. thái độ nhân viên niềm nở, vui vẻ.",positive
khung cảnh rất khó quan sát.,negative
"khách sạn nivarna tôi có cơ hội nghỉ ngơi qua. tổng quan, khách sạn này tốt. vệ sinh được chú ý sạch sẽ. vật dụng, trang thiết bị cơ bản khách sạn bố trí đầy đủ. nhân viên có cung cách phục vụ khách hàng vui vẻ, thân thiện.",positive
sàn nhà bẩn bước đi hơi rít gây khó chịu khi di chuyển. trong phòng.,negative
"mặc dù thời gian ở khách sạn nirvana không lâu lắm nhưng về tổng quan tôi nhận thấy phòng nghỉ gọn gàng và ngăn nắp  cộng với vị trí thuận tiện đi lại. nói chung, mọi thứ bình thường, hợp lý với giá tiền.",positive
giường quá nhỏ kể cả giường 2 người.,negative
"kì nghỉ này tôi và gia đình chọn khách sạn like backpacker để nghỉ ngơi khi du lịch đà nẵng. tôi rất hài lòng về cung cách phục vụ của nhân viên nơi đây, phòng ốc của khách sạn cũng đầy đủ tiện nghi. mặc dù máy lạnh của phòng hơi yếu một chút  nhưng tôi vẫn hài lòng với khách sạn này.",positive
bữa tối không có đồ ăn.,negative
"phòng ốc ở like backpacker hostel đà nẵng này khá nhỏ. khá chật nên ở không thoải mái lắm. nhưng vệ sinh phòng ốc thì cũng tốt  gọn gàng  đạt tiêu chuẩn về tiện nghi. nhân viên cũng lịch sự. niềm nở, không có gì phàn nàn. giá cả như vậy thì tôi thấy hợp lý, vị trí cũng đẹp, tôi hài lòng khi nghỉ tại đây.",positive
khách sạn nấu ăn không ngon.,negative
"đã đến đây 2 lần, phục vụ rất tốt, tôi đáp chuyến bay 12h khuya cứ sợ hostel đóng cửa. nhưng anh nhân viên rất nhiệt tình  điện thoại hỏi thăm giờ tôi đến và chờ cửa tới tận khuya. rất hài lòng với cách phục vụ và tiện nghi tại hostel, có dịp ghé đà nẵng sẽ ghé lại nơi đây.",positive
máy lạnh và quạt chưa hoạt động tốt.,negative
"khách sạn và phòng sạch sẽ, nhân viên nhiệt tình. mọi thứ tạm ổn so với giá phòng.",positive
"bồn cầu bị nghẹt, phân tràn lên láng. tôi báo với nhân viên vệ sinh thì họ bảo eeeeeeh ):<.",negative
"không có điều gì khiến tôi phải chê trách về dịch vụ. căn phòng của tôi được họ chuẩn bị kĩ, đồ đạc sắp xếp rất gọn gàng. đội ngũ nhân viên lịch sự, nhiệt tình giúp đỡ tôi. vị trí ở đây đi lại cũng không quá khó khăn. chuyến du lịch vừa rồi tiết kiệm chi phí hơn khi tôi chọn nghỉ lại đây.",positive
"không có bãi đỗ xe rộng rãi,giờ sinh hoạt không thoải mái.",negative
