Reviews,Sentiment
do giảng viên giảng bằng tiếng anh nên với một số bạn không học tốt anh văn như em thì để hiểu được bài giảng quả là một việc khó khăn .,negative
"cô dễ thương , giảng hay , nhiệt tình , thân thiện với sinh viên .",positive
nên có đề cương ghi thông tin rõ ràng hơn về các bài thực hành .,negative
bài tập phong phú .,positive
giọng nói khó nghe .,negative
bài học khá hữu ích .,positive
thầy không nên cho tụi em trốn học nhiều quá colonbigsmile .,negative
giáo viên rất nhiệt tình .,positive
tránh giảng vòng vo và phớt lờ nội dung chính của bài học .,negative
quan tâm đến tình hình học tập của sinh viên rất nhiều .,positive
khi lên lớp thầy chỉ đọc slide từ đầu tới cuối và thầy bảo tụi em chép vào .,negative
"giáo viên dạy nhiệt tình , đảm bảo kiến thức cho sinh viên , lên lớp đúng giờ .",positive
vật chất cần cải tiến .,negative
thầy giải bài tập rõ ràng .,positive
môn học cần có một giáo án rõ ràng hoặc một giáo trình để sinh viên nắm rõ là mình đang học về cái gì .,negative
"vui tính , nhiệt tình giảng bài .",positive
"cách truyền đạt của cô tốt , nhưng nghe một lúc dễ buồn ngủ , học liên tục bốn tiết nên khoảng hai tiết sau cũng có một số bạn ngủ gật .",negative
giảng tận tình .,positive
"chỉ cần tổ chức các cuộc thi học thuật , trường phải nhúng tay vào , kêu tài trợ nhiều lên , giải thưởng cao lên , có tiền sinh viên sẽ nghiên cứu thôi .",negative
"giảng viên dạy rất chi tiết , dễ hiểu , nội dung kiến thức khá đầy đủ .",positive
phòng thực hành còn chưa đảm bảo đủ số lượng học sinh của lớp học thực hành .,negative
"thầy còn hướng dẫn các kỹ năng thuyết trình , học tiếng anh chuyên ngành , làm báo cáo , slide .",positive
"phòng lab thực hành đã quá cũ nát , nên cải tiến và xây dựng hệ thống phòng lab để sinh viên có thể thực hành các kỹ năng của môn học này .",negative
"đảm bảo thời gian học đầy đủ , đảm bảo học hết trong giáo trình .",positive
lớp quá đông .,negative
giảng viên nhiệt tình giảng dạy hay và dễ hiểu .,positive
giáo viên dạy toàn trong sách giáo trình .,negative
cô chỉ dẫn rất chu đáo và giảng giải kỹ .,positive
"giảng viên không giới thiệu về nội dung học và kiểm tra ( thi ) , nội dung kiểm tra ( thi ) quá dài so với thời gian làm và phân bố điểm không phù hợp .",negative
giảng viên cung cấp nhiều mẹo hay trong môn học .,positive
điều này thiếu ở nhiều bộ môn khác .,negative
giáo viên giảng dạy tận tình và cho làm nhiều bài tập tại lớp .,positive
ghi chép quá nhiều .,negative
giảng bài rất dễ hiểu bài .,positive
em nghĩ thầy nên cho nhiều bài tập về nhà để làm hơn .,negative
"thầy vui vẻ , hòa đồng , tận tâm .",positive
cô nên thư giản tí colonsmallsmile .,negative
giảng viên nhiệt tình tận tâm .,positive
thầy nên điểm danh các bạn khi lên lớp nhiều hơn colonsmilesmile .,negative
"sự tận tâm , kiên nhẫn giảng và giải thích để sinh viên nắm được bài .",positive
"cô này chỉ hỗ trợ thầy wzjwz185 , chưa thấy cụ thể công việc .",negative
thầy dạy rất nhiệt tình và luôn tạo không khí thoải mái trong giờ học .,positive
"tăng tiết môn học thực hành , mở rộng bài tập để ứng dụng vào thực tế .",negative
"giảng kỹ , dễ hiểu .",positive
"hoặc nếu thấy bất tiện thì trường em nghĩ trường cần có một phòng chuyên môn luôn có giảng viên doubledot một là để sinh viên có thể chủ động hỏi , thực hành mỗi khi cần thiết .",negative
phương pháp dạy rất hay .,positive
quá nhiều thứ phải làm trong môn học này .,negative
"cô hướng dẫn , giải thích kiến thức môn học rất cụ thể và dễ hiểu .",positive
"giảng viên cần sự dụng máy chiếu , không nên ghi bảng quá nhiều làm mất thời gian , bài tập có thể đưa lớp trưởng để photo ra , không vần chép lên bảng gây mất thời gian .",negative
"cô dạy học rất nhiệt tình với sinh viên , hướng dẫn rõ ràng , có logic .",positive
"thầy mới ra trường nên kiến thức chưa sâu , nhiều lúc thầy lúng túng trong các câu hỏi của sinh viên .",negative
thầy rất nhiệt tình nhắc lại nhiều lần những kiến thức hay bị quên .,positive
"rất tệ , khả năng truyền đạt không cao và không hề tận tình .",negative
cô rất nhiệt tình và tận tâm .,positive
giảng viên cho điểm quá trình một cách chủ quan .,negative
kế hoạch giảng dạy tốt .,positive
mong cô có thể đi dạy đúng giờ .,negative
"giảng viên trẻ , nhiệt huyết nhưng thiếu kinh nghiệm , khuyến khích sinh viên thực hành trên hackerrankdotcom .",positive
thầy có vẻ hơi khó tính chút xíu nên học sinh hơi bị thụ động trong phát biểu và giải bài tập .,negative
"giáo viên tận tâm , nhiệt huyết trong giảng dạy , có phần mở rộng để sinh viên hiểu rõ hơn về vấn đề .",positive
cô ít cười đôi khi gây cảm giác căng thẳng trong học tập .,negative
"cô giảng rất hay , dễ hiểu .",positive
thầy tuấn dạy hay nhưng chép bài nhiều quá .,negative
thầy là giáo viên tận tâm nhất từ khi em bước vào đại học .,positive
cần có thêm vài ví dụ cụ thể .,negative
thầy nhiệt nhiệt tình vui tính niềm nở với sinh viên .,positive
cách truyền đạt không hiệu quả lắm .,negative
dứt khoát .,positive
"làm đa số học sinh chán , không hiểu bài nên không muốn đi học .",negative
thầy chia sẻ những kinh nghiệm về bên ngoài rất hay và đáng để học hỏi .,positive
thêm nhiều bài tập về nhà hơn .,negative
"thầy quá tuyệt vời , nhiệt tình , quá chu đáo .",positive
tăng số lượng kit thực hành !,negative
tiết học lúc nào cũng sôi nổi .,positive
"lớp thực hành quá nhàm chán , sinh viên chỉ lên lớp có lệ .",negative
hướng dẫn rõ ràng cách thực hiện .,positive
cô giảng bài giống như việc cô không biết mình giảng gì và cô thường xuyên kêu các bạn về xem lại trong sách .,negative
phương pháp dạy hiệu quả .,positive
thêm giờ sửa bài tập các chương sau .,negative
dạy được .,positive
"thầy ít hướng dẫn trong giờ thực hành , chỉ giao bài tập cho sinh viên làm ai hỏi thầy mới chỉ .",negative
"thầy có nhiều kinh nghiệm , hỗ trợ sinh viên cho việc thực hành các bài tập trên lớp .",positive
chưa được chuyên sâu về nội dung lắm .,negative
thầy luôn đến lớp đúng giờ và giảng dạy nhiệt tình .,positive
cần bổ sung các kiến thức về kiến trúc của dbms .,negative
cô dạy rất vui và nhiệt tình dễ hiểu bài .,positive
"đôi khi thầy hay trễ bài tập trên moodle , và một điều nữa là cả học kỳ thầy chỉ điểm danh một lần và nghe các bạn nói là thầy lấy điểm quá trình vào hôm đó .",negative
thường xuyên trao đổi các vấn đề trên hệ thống moodle .,positive
dạy hơi chán .,negative
"thầy hiền vui tính , dạy bài tập dễ hiểu .",positive
tránh trường hợp sử dụng phòng wzjwz136 vì phòng này rất nhỏ không đảm bảo để cho việc thực hành .,negative
cực dễ hiểu bài luôn .,positive
cần cung cấp tài liệu nhiều hơn .,negative
thầy rất hiền dạy dễ hiểu và rất nhiệt tình khi trả lời học sinh .,positive
mong cô cải thiện kỹ năng trình bày bảng ạ !,negative
"hướng dẫn tốt , tận tình .",positive
"giảng viên không thực sự nhiệt tình với công việc giảng dạy của mình , thường xuyên vắng tiết không thông báo .",negative
thầy dạy hay rất dễ hiểu .,positive
"cô giảng khá kỹ , nhưng hơi chậm .",negative
"giảng viên tận tình , diễn đạt dễ hiểu , ví dụ đưa ra cụ thể .",positive
"khi kiểm tra trên lớp không thông báo trước , sinh viên chưa chuẩn bị bài kỹ .",negative
nhiệt tình giúp sinh viên .,positive
giảng viên ôn tập tập trung nhiều vào một chủ đề mà qua nhiều chủ đề khác .,negative
cô giảng bài rất là hay và không nhàm chán .,positive
sinh viên hoang mang không biết mình đang học những gì .,negative
cô lên lớp đầy đủ và dạy theo đúng chương trình .,positive
"cần có phòng học chất lượng hơn , yên tĩnh để sinh viên có thể tiếp thu tốt hơn .",negative
"giảng viên hướng dẫn chi tiết , rõ ràng .",positive
"nên đưa ra một số bài tập giải mẫu , nêu lên một số lỗi thường gặp .",negative
sáng tạo trong giảng dạy .,positive
"kéo dài thời gian gây ra cảm xúc "" ức chế "" cảm xúc này dẫn đến ảnh hưởng việc tiếp thu bài ngay sau đó không hiệu quả và còn phản tác dụng .",negative
"thầy dạy rất dề hiểu , tiếp thu bài nhanh .",positive
"quan trọng nhất là việc giảng rất hay quên mà không chịu note lại , trong khi đó sinh viên đã nhắc nhiều lần , và hay nhớ lung tung .",negative
"giáo viên giảng dạy nhiệt tình , dễ hiểu .",positive
"mong thầy giảng bài cỡ 15 - 30 phút rồi nghỉ 5 phút để trò chuyện với sinh viên về cuộc sống , kinh nghiệm học tập thời sinh viên của thầy , vdotv .",negative
giáo viên chỉ dẫn rất nhiệt tình .,positive
"môn học không khả dụng , tốn thời gian sinh viên .",negative
"nhiệt tình , vui vẻ , hướng dẫn tốt .",positive
"kiểm tra thì cực kỳ vô lý , phải làm những bài viết loàng ngoằng chẳng khác gì học sinh cấp 3 .",negative
dạy nhiệt tình nhiều bài tập .,positive
sinh viên không hiểu lắm .,negative
tạo không khí vui vẻ cho lớp học .,positive
"thầy không nhiệt tình trong cách dạy , cũng như hướng dẫn sinh viên thực hành .",negative
"giảng dễ hiểu , cung cấp tài liệu học tập đầy đủ .",positive
"học để giao tiếp nên chú trọng giao tiếp hơn , môn quá tập trung vào ngữ pháp và các bài nghe với level khó , trong khi tốc độ giao tiếp bình thường chậm hơn nhiều , thậm chí mình giao tiếp với người ngoại quốc còn thấy dễ nghe và dễ hiểu hơn nghe các file nghe trong bài học , điều này hoàn toàn không giúp sinh viên khá hơn .",negative
"cô wzjwz290 dạy rất tận tâm , nhiệt tình colonsmile .",positive
"thầy tuy rất dễ , nhưng việc không điểm danh và tạo deadline cho các buổi thực hành sẽ gây ra ảnh hưởng tiêu cực nhiều hơn tích cực .",negative
thầy giảng bài rất chi tiết và dễ hiểu .,positive
em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .,negative
thầy tốt .,positive
cách truyền đạt hơi khó hiểu .,negative
"nắm được tất cả tên các thành viên trong lớp , thường xuyên quan tâm tới sinh viên .",positive
cần làm nhiều bài tập trên lớp .,negative
cho phép sinh viên chuẩn bị bài trước tiết kiệm thời gian làm thực hành .,positive
nên cho thêm bài tập nhóm để học sinh thảo luận .,negative
em thấy thầy giảng hơi bị buồn ngủ .,positive
"cần cải tiến trang thiết bị phòng học , wifi .",negative
"thầy dạy nhiệt tình , truyền cảm hứng cho sinh viên .",positive
"thầy giảng mà bảo tự mò trên mạng rồi nói lại cho thầy , cách giảng dạy khá mơ hồ khó hiểu , không chi tiết .",negative
"nhiệt tình , luôn vì học sinh .",positive
"cho nhiều bài tập , cách hướng dẫn , tài liệu kỹ hơn .",negative
thầy hiểu học sinh !,positive
"thầy làm việc không hề có kế hoạch , cho sinh viên quá nhiều bài tập có khi lên tới 36 bài trên một tuần với 34 sinh viên rồi lại bảo "" các em còn học mấy môn khác nữa mà "" .",negative
thầy rất nhiệt tình và luôn giải đáp mọi thắc mắc của sinh viên .,positive
bọn em không thể nghe rõ .,negative
giáo viên dạy nhiệt tình .,positive
giáo viên cần tích cực hơn nữa trong giảng dạy trên giờ thực hành .,negative
"nhiều hoạt động bổ ích , trình độ cao , phát âm chuẩn , tốt .",positive
""" ờ ờ a a "" toàn nói được mấy từ tiếng anh cơ bản , từ nào khó khó cái lướt qua hay nuốt âm mất tiêu , đã vậy sinh viên hỏi thì trả lời bằng tiếng việt trong khi bắt sinh viên phải hỏi bằng tiếng anh ?",negative
"cô dạy tận tụy , nhiệt tình !",positive
vấn đề không thể nắm bắt được hết .,negative
làm sao có thể tìm thấy điểm không hài lòng được .,positive
có một số buổi nghỉ .,negative
"dạy dễ hiểu , tận tâm , dạy từ cơ bản tới nâng cao .",positive
"nội dung học không phù hợp , không cung cấp hiệu quả kiến thức cần có , quá nhiều lý thuyết , lý thuyết quá rườm rà .",negative
"thầy wzjwz254 rất hài hước và thân thiện , đặc biệt rất quan tâm đến việc học của sinh viên , thầy giải đáp tất cả những câu hỏi của em và cả sinh viên trong lớp , ngoài ra thầy còn nhờ những bạn đã hoàn thành xong bài tập của mình hướng dẫn cho những bạn chưa hiểu .",positive
chỉ gặp được thầy đúng một lần trong suốt học kỳ .,negative
cô đến lớp đúng giờ và dạy dễ hiểu .,positive
đây là một môn học khó nhưng mà chất lượng slide bài giảng khá kém .,negative
học được nhiều điều mới không nằm trong sách vở .,positive
giảng dạy chán cách truyền đạt kiến thức không phù hợp cho lắm .,negative
"giảng viên truyền đạt kiến thức một cách máy móc , không có hiệu quả , tạo không gian học tập áp lực , chán nản cho sinh viên .",positive
"mong rằng ở các khóa học sau , trường sẽ cung cấp giáo trình cho sinh viên chúng em để chúng em được thuận tiện hơn trong học tập .",negative
"nhiệt tình , giúp đỡ sinh viên , quan tâm đến sinh viên , tìm kiếm tài liệu học tập cho sinh viên học tập một cách hiểu quả nhất , hết mình vì sinh viên .",positive
"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !",negative
"giảng viên nhiệt tình , hướng dẫn chi tiết , truyền đạt kiến thức tốt .",positive
dạy quá giờ .,negative
dễ hiểu vui tính .,positive
"cách dạy còn hơi gây áp lực cho sinh viên khi học , ít bài tập quá !",negative
"ngoài kiến thức cơ bản môn học , có mở rộng các kiến thức thú vị cho tương lai .",positive
"bài tập thầy cho ít , giải cũng ít , không có bài tập về nhà .",negative
biết tạo không khí sôi nổi cho các bạn sinh viên hưng thú với môn học .,positive
"thay vì giờ thực hành hình thức 1 lại seminar lại học lý thuyết , không gây một chút hứng thú nào cho sinh viên , vì sinh viên đã quá nhàm chán với lý thuyết trong một học kỳ .",negative
sinh viên thắc mắc thì giảng viên giải đáp kỹ .,positive
thầy chưa hướng dẫn cụ thể bài tập thực hành .,negative
dạy rất dễ hiểu và có tâm .,positive
cần hướng dẫn sinh viên nhiều hơn .,negative
cô dạy nhiệt tình và dành thời gian nhiều cho tụi em luyện tập !,positive
cập nhật giáo trình .,negative
"mỗi khi chúng em cần hỏi gì , cô đều giúp đỡ .",positive
"thầy nên cập nhật một số slide giảng dạy ( về virus và mã độc ) , thêm vào các loại công cụ hiện thời .",negative
hướng dẫn tận tình trong tất cả các bài thực hành .,positive
cần thêm tiết cho môn học .,negative
"giảng nhiệt tình , sử dụng tốt website môn học để thảo luận , trao đổi với sinh viên .",positive
thầy cần sử dụng micro khi giảng bài vì lớp khá đông !,negative
thầy giảng bài tận tâm và rất nhiệt tình .,positive
lớp quá đông nên khó tiếp thu .,negative
đó là điều mà em mong muốn mỗi khi đến lớp .,positive
"cung cấp thêm các giáo trình tiếng việt và các bài tập , ví dụ thực tiễn .",negative
"giảng viên giảng bài dễ hiểu , nhiệt tình .",positive
đề cương môn học nên rõ ràng hơn .,negative
thầy có kiến thức quá tuyệt vời .,positive
phòng lab trang bị máy cấu hình không đủ để chạy máy ảo .,negative
"giảng viên vui tính , cởi mở , thỉnh thoảng cũng hay khó tính với vài học sinh lười trong lớp .",positive
cần cung cấp thêm giáo trình .,negative
"giáo viên giảng dạy nhiệt tình , hiệu quả .",positive
cộng thêm lớp lý thuyết và thực hành đồng bộ hơn .,negative
giáo viên tâm lý .,positive
giảng viên còn đến lớp trễ .,negative
thầy luôn lắng nghe tụi em và giải thích mọi thắc mắc cách rõ ràng .,positive
thiếu điều kiện thực hành trên các thiết bị thật .,negative
"thầy nhiệt tình , dạy dễ hiểu .",positive
"tiết học còn nhàm chán , chưa tạo được hứng thú .",negative
mến cô .,positive
"nội dung học thiên về thực hành , ứng dụng vào sản phẩm mà hình thức thi lại lài viết rất khó đánh giá chính xác .",negative
"cô dạy rất dễ hiểu , điều chỉnh phù hợp với tốc độ tiếp thu của sinh viên .",positive
luyện kỹ năng nghe và đọc nhiều hơn .,negative
"thầy nhiệt tình , vui tính , thường tích cực hướng nghiệp cho sinh viên .",positive
trang thiết bị thực hành nên được đầu tư hơn .,negative
thầy hướng dẫn tận tình mà nhẹ nhàng cho sinh viên tiếp thu .,positive
hay bị trục trặc khi sử dụng .,negative
"thích nhất phần thuật toán dijktra , vì phần này nhờ cấu trúc rời rạc nên thầy giảng thì em biết .",positive
mong thầy fraction cô dạy bài tập rồi đưa lý thuyết nhẹ vào !,negative
theo sát quá trình thực hành của sinh viên .,positive
"trang bị máy tốt hơn , máy chạy chậm ảnh hưởng việc học .",negative
"đúng chất một cô giáo viên gương mẫu , cô dạy rất nhiệt tình , rất nhiệt huyết với nghề và cũng rất rất quan tâm tới sinh viên chúng em , dạy bằng cả trái tim .",positive
cần tăng thêm thời gian cho môn học .,negative
"thầy dạy rõ ràng , dễ hiểu .",positive
bài giảng chưa sâu .,negative
"mình rất thích những kiến thức mà thầy giảng giải , tuy môn học khô khan mà em vẫn có thể chú ý lắng nghe .",positive
"giọng thầy hơi khó nghe , dễ gây buồn ngủ .",negative
"tận tình , vui tính .",positive
giờ lên lớp không chắc chắn .,negative
cô dạy giỏi chu đáo .,positive
"chỉ thiếu một lệnh xuống dòng mà mất hết điểm , trong khi phần code chính  làm đầy đủ .",negative
rèn luyện kỹ năng làm bài tập .,positive
hệ thống âm thanh hỗ trợ những bài nghe không được như yêu cầu môn học .,negative
thầy rất nhiệt tình và quan tâm tới kiến thức của sinh viên .,positive
có thể làm demo trực tiếp người ở dưới làm theo .,negative
"rất tận tâm , không những dạy kiến thức chuyên môn còn định hướng nghề nghiệp và đạo đức nghề nghiệp .",positive
đầu tư một bộ giáo trình chất lượng và dễ hiểu và giảng dạy theo bộ giáo trình đó .,negative
giảng dạy rất nhiệt tình và luôn cố gắng giải đáp mọi thắc mắc của sinh viên .,positive
giảng viên truyền đạt kiến thức kém hiệu quả .,negative
"giảng viên hướng dẫn nhiệt tình , dễ hiểu .",positive
không vận dụng thời gian hợp lý .,negative
giáo viên dễ tính .,positive
"bài tập làm không chắc chắn , không biết đúng hay sai .",negative
"dễ hiểu , đúng giờ !",positive
tăng thêm thiết bị để hỗ trợ tốt hơn cho việc học tập .,negative
nhiệt tình và đúng giờ .,positive
"thầy nhiệt tình , nhưng dạy khó hiểu .",negative
thầy rất nhiệt vui và dạy dễ hiểu .,positive
"cách trình bày và hướng dẫn còn nhiều lủng củng , không có phong cách truyền đạt của riêng mình , từ đó không tạo đam mê hứng thú cho sinh viên , cần khắc phục thay đổi cách truyền đạt và cách trình bày .",negative
"thầy giảng hay , hướng dẫn giải bài tập chuẩn , có chuyện vui nghe thú vị .",positive
"giảng viên nên thông báo giờ chấm đồ án , không nên để sinh viên phải ngồi đợi từ sáng đến chiều , thậm chí còn bắt sinh viên phải qua tận nhà để chấm đồ án .",negative
rất nhiệt tình và thân thiện với sinh viên .,positive
dành nhiều thời gian trên lớp để chép bài lên bảng .,negative
nhiều kiến thức bổ ích .,positive
đôi khi quá luyên thuyên các vấn đề không liên quan đến môn học .,negative
giảng viên tận tâm hướng dẫn sinh viên .,positive
rồi về nhà không hiểu gì hết .,negative
"giảng viên nhiệt tình , có phương pháp hướng dẫn và sửa bài tập hiệu quả giúp sinh viên nhớ lâu .",positive
nhiều chỗ thầy còn đi hơi nhanh .,negative
cô tận tâm và thân thiện .,positive
phương pháp đánh giá kết quả không hợp lý với nội dung đề ra của môn học .,negative
"nhiệt tình , vui vẻ , thoải mái .",positive
"những phần dễ thì thầy nói luyên thuyên , ví dụ rất nhiều , những phần khó thầy lướt nhanh .",negative
"nội dung môn học , kiến thức được truyền đạt rất đầy đủ .",positive
phương pháp dạy chưa thật sự hiệu quả .,negative
em rất thích cách lấy ví dụ và mở rộng bài giảng của thầy .,positive
nhiều khi đi muộn .,negative
sự nhiệt tình và tâm huyết .,positive
theo em việc học toán trong một giảng đường quá lớn là rất bất lợi .,negative
em xin cám ơn !,positive
cô cho bài tập về nhà và có hình thức ghi tên chép phạt nếu không làm .,negative
cô cho nhiều bài tập .,positive
đôi khi giảng hơi nhanh !,negative
cô wzjwz275 giảng rất chi tiết và dễ hiểu .,positive
nếu giải thì cô nên giải vào slide luôn cho các bạn .,negative
cần có nhiều giảng viên có phương pháp dạy như thầy wzjwz147 .,positive
"nếu được thì cô nên cắt bài giảng ra nhiều phần nhỏ , sau khi dạy hết một phần thì cho sinh viên nghỉ giải lao khoảng 5 phút rồi học tiếp sẽ dẽ tiếp thu hơn .",negative
"đề thực hành khá hay , cô tạo được sự kết nối giữa giảng viên và sinh viên .",positive
môn học khá khô khan .,negative
dạy sát kiến thức cho việc thi cử .,positive
cần thêm bài tập ôn chuyên sâu hơn .,negative
đề thi của thầy khá hay khi khai thác thực tiễn .,positive
"cần phối hợp các phương pháp giảng dạy khác , giảm số lượng bài tập .",negative
"cô quá chất , đi dạy chỉ cần cái điện thoại .",positive
dạy hơi chán nhưng chắc tại môn giới thiệu ngành nó không có nhiều điều để nói lắm .,negative
cô hơi hiền .,positive
"cần sắp xếp phòng học phù hợp với số lượng sinh viên , vệ sinh phòng học còn nhiều mặt chưa tốt .",negative
"nhiệt tình , cung cấp kiến thức đầy đủ .",positive
"môn học nên có thêm nhiều dạng bài tập để sinh viên nhớ lâu hơn và hiểu được nhiều dạng toán để khi gặp các bài tập , các bài kiểm tra không phải sợ dạng của nó .",negative
"nhiệt tình trong giảng dạy , vui vẻ , hòa đồng .",positive
tuy vậy thầy up slide rất chậm .,negative
sẽ có thông báo đi học cụ thể trên phòng máy để sửa chữa bài tập cho những ai chưa hiểu rõ cách làm .,positive
"slide bài giảng thì rất dễ hiểu nhưng sau khi thầy giảng thì chúng em cảm thấy không hiểu gì cả , cách truyền đạt của thầy làm cho học sinh rối rắm , thầy chưa biết cách truyền đạt những thứ mà học sinh cần biết .",negative
cập nhật nhiều kiến thức mới .,positive
cách thầy giảng chưa hiệu quả lắm .,negative
giảng dạy ngiêm túc .,positive
giảng viên có cách nói chậm dễ làm sinh viên buồn ngủ .,negative
thầy giải đáp các thắc mắc rất tường tận !,positive
"cô cho photo bài tập quá nhiều , sách toeic cũng sửa không hết nhưng lần nào cũng bắt đi photo tài liệu khác .",negative
"cô giảng dạy nhiệt tình , hết lòng , vững kiến thức , truyền đạt tốt , cách giảng dạy khá tốt .",positive
"phòng máy cần cung cấp thêm thiết bị cho sinh viên , các pc có vẻ cũng lâu cũ .",negative
cô rất tận tâm ạ !,positive
nhưng thầy không giải thích rõ ràng .,negative
"giảng viên ít dạy từ mới , cấu trúc ngữ pháp vdotv .",positive
phương pháp giảng dạy fraction truyền đạt khó hiểu khi tiếp xúc kiến thức mới .,negative
"giảng viên truyền đạt kinh nghiệm thực tế , đảm bảo giờ lên lớp .",positive
lớp buồn không có ý kiến nhiều .,negative
"dạy bằng tiếng anh , giao lưu vui vẻ .",positive
"hơi ít bài tập , giảng hơi nhanh .",negative
"thầy tận tâm , nhiệt tình , hòa đồng với học sinh .",positive
xin thầy cho thêm slide về môn học .,negative
"thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu nên có thể giải đáp được những khúc mắc của học sinh .",positive
"nhà trường nên tuyển chon them những giảng viên có trình độ cao , phù hợp với mức kiến thức của môn học .",negative
"cô dạy nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết .",positive
"cá nhân em nhận thấy cô wzjwz9 đảm bảo giờ dạy trên lớp , hoàn thành chương trình đúng tiến độ , nhưng phương pháp sư phạm của cô chưa được tốt lắm .",negative
giảng viên nhiệt tính tâm huyết .,positive
giảng nhanh quá .,negative
"slide dễ hiểu , đầy đủ .",positive
cách giảng dạy có phần khó hiểu .,negative
cô dạy vui vẻ .,positive
không khí căng thẳng .,negative
"dạy nhiệt tình , dạy hết mình .",positive
"các phần mềm sử dụng phiên bản quá cũ , nên update để phù hợp với chương trình đào tạo và thực hành của sinh viên ở nhà .",negative
"luôn nhiệt tình , cập nhập những thông tin mới nhất cho sinh viên biết .",positive
phần này khó nên giảng nhiều hơn .,negative
thầy rất tận tình và hiểu sinh viên .,positive
nội dung môn học khó .,negative
"giáo viên giảng dạy nhiệt tình , tận tâm , tạo điều kiện tốt nhất cho sinh viên , ân cần , chu đáo .",positive
thầy nên điểm danh nhiều hơn và thường xuyên sửa bài tập hơn .,negative
"sự kiên nhẫn và tận tình giảng , chỉ lỗi sai cho sinh viên khi thực hành .",positive
trang bị máy tính hiện đại hơn .,negative
"cô rất tận tình , và thận thiện , cô luôn giải đáp các thắc mắc cho sinh viên dễ hiểu .",positive
"không nêu rõ thời gian học lý thuyết , thời gian bắt đầu tiết học lý thuyết bị thay đổi mà không báo trước , làm ảnh hưởng đến nhiều sinh viên , nhất là các bạn ở xa .",negative
"nếu có môn học nào trong học kỳ tiếp theo mà thầy giảng dạy được , mong phòng đào tạo điều kiện cho thầy tiếp tục hướng dẫn lần sau .",positive
"sinh viên hỏi những cái cơ bản về bài học thì thầy cũng không nắm , thầy kêu hỏi bạn khác rồi làm .",negative
phương pháp dạy của thầy thực sự hiệu quả và cuốn hút .,positive
"cải thiện cho em chất lượng máy chiếu phòng wzjwz113 , học gần công trình đang thi công ồn lắm .",negative
"thầy khá nhiệt huyết , vui vẻ , hệ thống kiến thức cho chúng em rõ ràng .",positive
học không hiểu .,negative
tích cực hỗ trợ sinh viên .,positive
"thuyết trình còn hơi buồn ngủ , chưa hấp dẩn lắm .",negative
"dạy nhiệt tình , vui vẻ , dễ tiếp thu .",positive
"thầy nói chuyện nhỏ quá , hay có người dạy thay nên khó tiếp thu .",negative
mong cô ở lâu với trường .,positive
học kỳ 1 khoa wzjwz167 cũng nhận được điểm thi khác trễ .,negative
truyền đạt tốt .,positive
cần cho sinh viên biết mình cần phải học về cái gì .,negative
"thầy giảng bài rất thú vị , nhiệt tình .",positive
lý thuyết nên gắn liền với thực hành .,negative
và giải đáp thắc mắc cho lớp em về code rất nhiệt tình .,positive
kiến thức hơi nhiều .,negative
"thầy dạy vui , cảm ơn thầy nhiều .",positive
môn thực hành dạy trước lý thuyết làm sinh viên không theo kịp .,negative
"thầy dạy hay , vui tính , thoải mái .",positive
thầy wzjwz186 không dạy lớp này .,negative
kiến thức chuyên môn cao .,positive
"lớp wzjwz76 tài năng của em nên được học ở phòng máy tốt , chất lượng ổn định hơn .",negative
tạo được kiến thức đầu đầy đủ cho sinh viên mới vào học bộ môn này .,positive
chưa nắm chắc căn bản đã phải làm quen với nâng cao .,negative
giảng dạy có tâm .,positive
"giảng viên nghỉ quá quá nhiều , không đảm bảo giờ lên lớp làm ảnh hưởng đến tiến độ học tập của sinh viên .",negative
"cô rất tận tâm , nhiệt tình .",positive
"người như vậy nên bận làm tiến sĩ thôi , không nên đi dạy .",negative
sự tận tâm của giảng viên đối với sinh viên .,positive
thầy hay nghỉ dạy đột xuất .,negative
thầy hiền và dễ thương .,positive
cần mở rộng thêm kiến thức ngoài chương trình môn học .,negative
cô dạy quá tốt .,positive
"khó gần , khó tính .",negative
"thầy dạy dễ hiểu , dễ tiếp thu , nhiệt tình với sinh viên , tâm huyết với bài giảng .",positive
theo em nên dạy speaking nhiều thêm một chút nữa !,negative
tạo không khí vui vẻ khi giảng dạy .,positive
hạn chế bỏ giờ buổi vì giảng viên bận .,negative
hy vọng môn nào cũng như môn này thì quá tốt .,positive
cần đi sâu vào vấn đề .,negative
"thầy rất tốt , có nhiều phương pháp dạy hay , mong thầy tiếp tục phát huy .",positive
tồi tệ .,negative
"thầy dạy dễ hiểu , có cho làm bài tập .",positive
rất ít khi thấy giảng viên đến phòng thực hành .,negative
"giảng viên nhiệt tình , thân thiện với sinh viên .",positive
thông báo nghỉ trễ .,negative
"nói tiếng anh rất hay , tận tình với học sinh .",positive
