Reviews,Sentiment
Nên mua nha mn,positive
"Chất vải mặc vào gây ngứa, dặm.",negative
Chưa bao giờ thấy cái áo nào giá trị như cái áo này ❤❤❤ sẽ ủng hộ shop dài dài ạ,positive
Size hơi to .,negative
Áo đẹp chuẩn hình form rộng mặc thoải mái,positive
Chất lượng sản phẩm kém.,negative
mê ngay lần đầu nhận hàng 😘😘,positive
Mũ hơi to.,negative
Mẫu mã y hình,positive
"Vải mỏng, đường may hơi ẩu, vừa xỏ tay áo vào đã thấy tuột chỉ ở cổ tay 🙄.",negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được,positive
:))).,negative
"Áo giống hình, vái áo bên ngoài đẹp, mịn, sờ êm tay, màu đen tuyền, lì nhám, ko bóng; vải bên trong là vải dù thông thường",positive
Eo ơi.,negative
oke lắm 👌,positive
Đầu k xoay đc...khớp rất cứng...đứng hay bị nghiêng và ngã...sơn bị lem...nhựa dẻo nói chung không tốt...k đáng với giá 320k...chân không dang đc rộng như trong hình.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Gửi lộn màu cho ngta rồi quần màu đỏ ớt mà giao áo màu đỏ đô là Sao.,negative
"Túi đẹp, vải cực mịn luôn",positive
áo ngắn quá.,negative
"Với giá cả thì sp ok.Mẫu mã đẹp,mặc rất thích",positive
Cái váy khá chật :>>.,negative
"Thấy khá nhẹ người, chờ thêm nửa tháng nữa đánh giá lại",positive
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền.,negative
Hình in đẹp,positive
Rất tệ.,negative
Mình mặc vừa luôn,positive
Đóng gói sản phẩm kém Chất lượng sản phẩm kém.,negative
Sẽ mua ủng hộ nếu có dịp ❤️,positive
Chất lượng sản phẩm kém.,negative
Bo sim vào sài như quốc tế,positive
Sản phẩm giao bị bẩn!,negative
Tốc độ nhanh,positive
Điểm trừ của quần là màu hơi xấu thui!,negative
"áo đẹp , như ảnh 5 sao cho shop",positive
Sp kém chất lượng.,negative
Chất lượng Ok nhé,positive
Vải mỏng.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Không đáng tiền Chất lượng sản phẩm kém.,negative
Sẽ tiếp tục ủng hộ shop,positive
Áo hơi nhàu với chất vải hơi mỏng.,negative
Shop phục vụ rất nhiệt tình và cũng rất tận tâm <3,positive
Shop phục vụ rất kém Chất lượng sản phẩm rất kém Rất không đáng tiền.,negative
San pham ok .rat haj long,positive
chất vải áo k đc đẹp.,negative
Thái độ tốt,positive
Sp k giống hình tiền giao hàng đắt quay một tí ngày hôm sau ốc tuột hết ra.,negative
Hay quá shop oi,positive
Tệ nhất trong 6 áo mình mua cổ siêu rộng mặc cứ bị lệch lệch.,negative
Chất lượng cũng ổn,positive
Vải áo mỏng.,negative
Nhưng nhìn chung đẹp,positive
Vai xau ko hut nước.,negative
Giao hàng siêu nhanh,positive
Form xấu.,negative
Chất lượng sản phẩm tốt,positive
Áo này không có nên shop có trả tiền lại cho mình.,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vơii đẹp,positive
áo mốc bẩn không hài lòng 👎 Chất lượng sản phẩm kém Chất lượng sản phẩm kém.,negative
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh, chất vải mịn đẹp, shop phục vụ khỏi chê luôn, rất tận tâm",positive
Áo này chưa mặc đã bị rách ra rồi 😥😥.,negative
"Đóng gói sản phẩm rất đẹp và chắc chắn,hàng đẹp so với giá tiền, cảm ơn shop đã tặng quà nhé",positive
Nhưng ngoài đời nhìn rộng hơn trong hình nhiều.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm thì phải dùng mới bit nhưng vẫn cho shop 5*,positive
Đặt hồng thì shop giao màu xanh.,negative
Thời gian giao hàng rất nhanh,positive
"Chất lượng sản phẩm kém, lỗi nhiều.",negative
Đã check và sạc chính hãng ạ,positive
Áo ko có giống hình..,negative
E rất vui,positive
Giao thiếu hàng Chất lượng sản phẩm tốt.,negative
Áo mặc êm,positive
Không hài lòng với áo khoác này.,negative
Không bị hằn người,positive
Chat len ko dc dep.,negative
Vừa như in luôn,positive
Màu tối ko giôngd trong ảnh.,negative
"Chất lượng sản phẩm tuyệt vời, tuy nhiên nội dung có khác so với truyện gốc nên khi kể chuyện gây mâu thuẫn vì bé đã dc nghe truyện gốc",positive
Dây bảng qá to móc cài khổng lồ luôn ko như hình.,negative
"Sản phẩm đẹp như hình ảnh và form đẹp, tuy nhiên rất dễ bắt nóng",positive
Đường may áo tệ quá 😢.,negative
Chủ shop rất nhiệt tình và dễ thương nữa chứ,positive
Mang bị đau chân.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Như nt chậm, k tương tác tốt.",negative
Yêu shop này lắm luôn ý 😘😘😘😘 cô chủ tư vấn nhiệt tình yêu cô chủ nảy r đấy 😘😘😘😘,positive
Phải ra tiệm may lại.,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất cmn tốt @@,positive
Thiết kế không được khoa học.,negative
Shop phục vụ rất tốt,positive
Quần ok... nhưng đặt màu đen mà giao màu da.,negative
Chất lượng sản phẩm tạm được Giá cả chấp nhận được Thời gian giao hàng rất nhanh,positive
Shop cũng ghi ngoài bao bì là màu xanh.,negative
Hàng đejp giao hàng rất nhanh,positive
"Mình 1m6 55kg mua size M vẫn thấy to, do phần vai rộng nên các bạn nữ mặc nhìn hơi thô.",negative
Sản phẩm vừa ý với số tiền !!,positive
"giầy cỡ 42 to hơn nửa size so với bt, mũi giầy lệch.",negative
Giao hàng nhanh,positive
Đây đúng hơn là son màu có dưỡng ẩm.,negative
"Đóng gói sản phẩm chắc chắn, tiền nào của nấy, ok",positive
Mình đặt quần ren mà gửi mình quần gân :(.,negative
Rất không đáng tiền,positive
Ko giống như hình.,negative
Cảm ơn shop vì món quà kèm theo,positive
Áo bị bẩn phía sau vai :((((.,negative
Hàng giống hình,positive
Nguyên seal mà giao hàng lâu.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Làm ăn quá tệ.,negative
Rất đáng tiền,positive
Nồng mà kiểu ngọt gắt s ấy.,negative
Nếu có dịp sẽ hợp tác vs shop tiếp ạ,positive
"Gia tot nhug tui nho qua kho su dung , mac du sot tac nho nhug van ko vua.",negative
Địu ok,positive
"Rất không đáng tiền Chất lượng sản phẩm rất kém , chất vải rất tệ.",negative
Áo đẹp lắmmm ạ ^^ phù hợp với giá tiền,positive
Sản phẩm bị rách bên ống chân phải khoảng 10cm.,negative
"Túi đẹp, chắc chắn",positive
Sp lỗi nhiều mất cúc bấm.,negative
Cảm ơn shop,positive
Thích thì mua không thích thì thôi.,negative
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,positive
trông nhỏ quá.,negative
Rất thích,positive
Mã QR là giả... chỉ dán lên thôi.,negative
Rất hài lòng,positive
Áo sơ mi hồng không giống trong ảnh nói chung là chán.,negative
"Shop khá uy tín, mua nhieu ao nhung van giao dung mẫu",positive
"tay áo ngắn quá, nhìn ảnh ko như vậy.",negative
se ung ho shop,positive
Tệ rất tệ.,negative
Chất lượng sản phẩm tốt nhưng mình cho 4* vì nước xả mà đóng gói chung với bột trẻ em mà không có bao bọc ngăn cách bên ngoài gì hết.,positive
Màu k giống hình.,negative
giày đẹp,positive
Áo quá nhỏ luôn.,negative
Xứng đáng vs giá tiền,positive
sản phẩm chất lg xấu.,negative
Kiểu dáng y hình,positive
Shop k nói rõ hơi thất vọng.,negative
"Yếm thích cực luôn, chất liệu dày dặn chắc chắn, đẹp chuẩn hình, dễ phối đồ, ủng hộ shop nhé👍",positive
Vậy mà khi mở ra lại là màu đen.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Rất đáng tiền,positive
Lúc được lúc không.,negative
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Thời gian giao hàng rất nhanh",positive
Sai lệch về số đo trong mô tả sản phẩm nên mua về lại mang cho.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Màu không giống trong ảnh.,negative
Chất ok,positive
Sản phẩm ok nhưng mình không hài lòng vì cách phục vụ của shop.,negative
Ok lắm nhé,positive
"Giao đủ số lượng nhưng fom áo rất rộng, vải quá mỏng, không có đường may dằn chỉ có đường may vắt sổ thôi.",negative
Vải hơi nóng,positive
Đường may gần khóa bị bung vải ra k chắc.,negative
"Túi đẹp, dày dặn, màu bên ngoài đẹp hơn ảnh",positive
Hiện tại dùng tới ngày t3 thì răng có sáng lên nhưng 2 ngày đầu k ê răng tới hôm t3 sáng ngủ dậy thì răng hơi ê.,negative
"Áo rất đẹp,cực đáng yêu luôn",positive
Lưu ý là giới thiệu dành cho những bạn dưới 55kg nhưng mình 47kg mặc thấy khá ôm người rồi nên ai trên 50kg cân nhắc nhé.,negative
"Chất lượng sản phẩm tốt, cần thêm khâu chọn size",positive
"Kiến gió nhà mình k ăn, nên k đuổi được kiến.",negative
Chất lượng sản phẩm tạm vậy,positive
Sp bị bong keo.,negative
Thời gian giao hàng nhanh,positive
"áo vải dày dặn tốt, mẫu y hình, ship nhanh nhưng form áo quá rộng. mình order size M mà rộng như cái mền ý =)))).",negative
Shop chuyển hàng nhanh,positive
chất tệ,negative
"Case đẹp, fan xấu :D",positive
Dat mua theo hình màu xanh mà gui ve màu hồng.,negative
Rất đáng tiền Thời gian giao hàng rất nhanh. hàng giống hình. chất lượng phù hợp với giá tiền,positive
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm Rất không đáng tiền Rất không đáng tiền Thời gian giao hàng rất chậm Shop phục vụ rất kém Đóng gói sản phẩm rất kém.,negative
Bao bì đúng chuẩn,positive
Đóng gói sản phẩm không cẩn thận .giao hàng chậm.,negative
"Đầm đẹp, chất mát mặc thích lắm lun, chủ Shop nhiệt tinh, dễ mến, lần sau sẽ ủng hộ Shop nữa",positive
"Áo vừa ngắn vừa bó, nghĩ sao áo vầy gọi là áo cánh dơi?",negative
Hàng rất đẹp mình rất vừa ý,positive
Chất lượng rất kém.,negative
Hàng đẹp nha,positive
M đang chờ xem b có trách nhiệm ko đó.,negative
Sạc rất nhanh mình rất thích,positive
Hàng không đúng size.,negative
Khá ok,positive
Mình hỏi mà trả lời mất dạy lắm.,negative
Sản phẩm rẻ mà tốt nữa,positive
"Nói chung quá thất vọng, mua về xong vứt xó chả mặc được !",negative
"Vải mát, chất đẹp:)",positive
"Chất vải mỏng mình phải may thêm lớp lót, dù để bậy mặc cũng mát... hix.",negative
Thơm nhưng Hoa hồng mùi thơm hơn,positive
Gối êm nhưng mùi nặng quá.,negative
Vải đẹp,positive
Mình mua ở gần nhà bình k có chữ đó cơ ạ.,negative
Rất đáng tiền,positive
"Chất cứng, nóng.",negative
Ủng hộ shop dài,positive
Sản phẩm Ko giống môn tả rách tùm lùm.,negative
Cho shop 5sao ạ,positive
Chất lượng sản phẩm kém Đóng gói sản phẩm kém Không đáng tiền.,negative
Lại giao hàng rất nhanh nữa,positive
Thời gian giao hàng chậm vải hơi mỏng.,negative
Dáng vay mặc đẹp,positive
"Sp ngon, nhưng thẩu thập cẩm có mùi khó chịu.",negative
Chất lượng sản phẩm tuyệt vời,positive
Chất xấu kinh khủng.,negative
Đẹp mềm chân nữa,positive
Chất vải qa xấu mỏng.,negative
Sẽ ủng hộ cho shop dài dài,positive
Mình mua bộ nỉ bông mà s gửi mình có cái áo k vậy... hazzzi.,negative
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh,positive
K đúng sản phẩm.,negative
"Áo đẹp y hình vải dày dặt rất đáng túi tiền thời gian giao cũng không lâu lắm, chất lượng tuyệt vời đáng để chờ đợi sẽ tiếp tục mua hàng ủng hộ shop",positive
Hàng nhận được k phải loại mk đặt vì shop đã ib nó hết hàng như mk k kịp hủy thì cái này mình thấy cũng được nhưng mà tại sao mình đặt 4 áo lại giao có 3 áo tính tiền 4 chiếc.,negative
"Chất lượng sản phẩm tuyệt vời, chắc do vận chuyển hộp hơi bị méo",positive
Hãm.,negative
Thời gian giao hàng rất nhanh,positive
"Chất lượng sản phẩm rất kém,không giống hình.",negative
Đep,positive
"Lớp trong ngắn đến ngực, khi mặc lên bị lộ rõ viền lớp trong, viền tim bị lệch, k cân xứng.",negative
"Size L sao thấy bằng size M vậy,,, Chất lượng sản phẩm tuyệt vời",positive
Mùi đậm.,negative
"Hàng đẹp lắm , cảm ơn shop",positive
"Đặt set 5 quần khác nhau thì lại gửi 2 cái giống nhau, k có set như thế mà shop cũng k ib lại cho khách để bảo.",negative
Chất lượng sản phẩm tuyệt vời,positive
Hang te qua...dong goi so xai hang ko dung chat lieu.vai xau.,negative
Áo đẹp lắm ạ,positive
Mua 4 cái size 34 mà mẫu này ko vừa.,negative
"Áo vải cực đẹp,đúng như hình và shop tư vấn nhiệt tình...cám ơn !!",positive
Minh muốn doi hang.,negative
Chất lượng sản phẩm tuyệt vời,positive
"Khóa ko kéo lên đc, chỉ xô ra rất nhiều may ẩu.",negative
Sẽ ủng hộ lâu dài 😘😘😘,positive
Gửi trả lại bằng cách nào.tôi chấp nhận mất coi như mua nhầm chổ vậy.,negative
"Chất lượng sản phẩm tạm được, shop nhiệt tình mình ko ưng lắm vì váy chỉ có 1 lớp thôi ạ",positive
Áo giặt ra màu lem hết.,negative
Các bác nên mua sim ghép của shop này dùng,positive
"Cả nhà có mua thì chú ý nhé, lúc chưa mua nó nói chuyện dạ thưa, mua giao 5 áo mà 3 sz khác nhau.",negative
Giao hàng nhanh,positive
"Thái độ của shop ko thích , kẹp mua ko kẹp đc chút tóc nào luôn, kem trị sẹo bảo tiếng Nga hết, lấy về 1 nửa tiếng Nga 1 nửa tiếng anh Shop phục vụ rất kém Rất không đáng tiền Chất lượng sản phẩm rất kém.",negative
Giao hàng nhanh ❤giá cả phải chăng,positive
Hic trời ơi chưa bao giờ thấy shop nào mà đóng gói sản phẩm như vậy!,negative
Chất lượng sản phẩm tuyệt vời giá rẻ mà đẹp quá ok❤️❤️❤️,positive
K đáng tin cậy chị em ơi.,negative
hàng đẹp rất ưng ý,positive
Khăn này đâu có rút nước.,negative
Quần đẹp lắm Shop oi,positive
"Hộp không hoàn chỉnh , nắp bị mất quay.",negative
Check hàng chuẩn,positive
Rất không đáng tiền.,negative
Giao hàng nhanh gọn,positive
Màu áo k giống trên ảnh.,negative
"Chất lượng OK, dùng khá tiện",positive
Sản phẩm cứng rất khó sử dụng.,negative
chất lượng sp tuyệt vời,positive
Giặt xong nhăn quá.,negative
"Tiếp tục mua đồ của shop, chất lượng sản phẩm rất tuyệt",positive
Chất liệu mỏng nhão.,negative
Lẽ ra e nên đặt theo lố xài dần :))),positive
Vải xấu.,negative
Chất ổn nhưng Đường may hơi ẩu,positive
"quần có mùi hôi và ra màu kinh khủng, nghĩ sao giặt ra màu mà khô rồi mạqc vô chà tay là đen sì, tệ.",negative
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,shop phục vụ rất tốt,sẽ tiếp tục ủng hộ shop",positive
Như lồn.,negative
"Áo đẹp, đúng hình, giao hàng nhanh, rất hài lòng",positive
"So với giá thì ổn nhưng đường may xấu, chỉ lòi ra ngoài.",negative
Chất Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
dây thắt giày xấu..mong shop xem lại....,negative
Nhân viên nữ tư vấn dễ thương.,positive
"Mình mua màu đen mà giao màu da , hơi buồn tí.",negative
Đóng gói và giao sản phẩm nhanh,positive
"Riêng nivea cho nữ ko có hộp còn bị quấn 1 băng keo xung quanh miệng nhìn mất thẩm mỹ, sx t2/2018.",negative
Váy mặc xinh lắm shop ơi,positive
"Áo sơ Mi trên hình thì thấy tà sau dài, trước ngắn, có phần xẻ khá xinh nhưng nhận về hàng k giống, K có xẻ, trc sau 1 đường, chất dày dặn nhưng dễ nhắn lắm.",negative
Đóng gói sản phẩm rất đẹp và chắc chắN,positive
"Vải hơi mỏng, may chưa được kỹ lắm!",negative
"Voucher rất nhanh tới, khoảng 15’",positive
"Thời gian giao hàng chậm ,Chất lượng sản phẩm kém.",negative
Shop rất tốt về khoản Chăm sóc khách hàng,positive
Shop giao hàng hơi lâu.,negative
Áo đẹp lắm shop nha ❤,positive
Tránh shop này ra nhé các bạn.,negative
Áo này hơi rộng cổ sâu hơn mẫu nhưng chất đẹp,positive
Chắc e chưa dám đặt hàng nữa.,negative
Chất vải mịn mát.,positive
Mình đặt hàng sh cho bé trai 17kg mà khi nhận dc hàng mở ra mặc thử như đồ bé 1 tuổi vậy thất vọng Đóng gói sản phẩm rất đẹp và chắc chắn.,negative
Hao màu sắc rất đẹp,positive
Giao hàng cho nhà vc hơi lâu.,negative
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền, vẽ cực êm siêu đẹp may cực mỏg và bền",positive
Len nay mặc hơi bị xót và khá mỏng .,negative
Quá rẻ,positive
Hàng kh giống mẫu khác xa nhau lắm ạ=)).,negative
Hàng chất lượng quá xá lun,positive
Mua về lỗi quá ko mặc dc để 1 chỗ.,negative
"địa chỉ mua hàng đáng tin cậy, sẽ quay lại shop nhiều nữa",positive
Đc 3c áo mỏng dính.,negative
Quần xinh lắm luôn đó shop 😍 trời ơi mang siêu thoải mái luôn í ❤ Ưng cái quần này cực ❤❤❤🔰 Lần sau có dịp sẽ ủng hộ shop nữa 😘,positive
Ngoài mác ghi size XL nhưng mác bên trong gim L. 52kg mặc kích.,negative
Rất đáng tiền,positive
Quần ra màu.,negative
Thời gian giao hàng rất nhanh,positive
Đóng gói hơi xấu.,negative
"Vãi đẹp, dáng váy đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",positive
hình thấy ghi 80to mà nhận gói kích thước nhỏ và ghi chỉ có 20 tờ.,negative
"Vải cực mềm cực thích luôn mọi người ạ, chất lượng ok nhé, mình rất hài lòng",positive
Chất lượng sản phẩm rất kém!!,negative
"Đẹp, chắc, mỗi cái kính bám vân tây hơi nhiều",positive
Gì vãi mõng thấy cả đồ lót.,negative
Vải và màu áo rất đẹp,positive
Đồ không giống hình dùng tý đã rách.,negative
Váy dễ thương,positive
Hàng mỏng quá...,negative
Rất đáng tiền.rất ưng,positive
Vải hơi thô và mặc cảm giác ngứa.,negative
Mình rất hài lòng về sản phẩm của shop,positive
"Vải mỏng ko phải chất cotton, hàng nhận đc ko giống hình.",negative
Rất đẹp,positive
Hàng quá xấu so với sức tưởng tượng... về k giám mặc chỉ cất góc tủ.,negative
"Bọc kĩ lắm luôn, giá rẻ",positive
Áo nhỏ hơn áo kia.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Hàng bán không như mô tả shop con quay ra lèo nhèo người mua này nọ tôi k hài lòng với những gì bạn bán và làm.,negative
Shop phục vụ rất tốt.size m mà 47kg bạn k vừa,positive
Mỗi tội mk k thích ánh kim tuyến nhưng tất cả các màu đều có nên hơi buồn một xíu.,negative
Triệu like,positive
"Mỏng, len giãn chất lượng kém mặc vào lông xù gây ngứa....",negative
Đúng số đo luôn,positive
Hạn hán lời !!!,negative
Chất lượng sản phẩm tuyệt vời Rất đáng tiền,positive
Tệ.,negative
Chị chủ shop rất dễ thương nhiệt tình áo thì khỏi chê chỗ nào luôn quá ưng luôn ý giao hàng hôm trước hôm sau đã nhận được luôn rùi,positive
Size 65-75kg nhưng mình 60kg mặc đã chật.,negative
"Shop phục vụ rất tốt, vải dày lắm ạ",positive
"Gửi sai màu, không hài lòng về chất lượng sản phẩm, sản phẩm không giống với mô tả.",negative
Đẹp rẻ =)),positive
Chịu.,negative
Vải siêu đẹp chỉ có đường may hơi ẩu nhưng không sao hết vẫn rate 5*,positive
Chất lượng sản phẩm rất kém.,negative
Chất lượng sản phẩm tuyệt vời,positive
Dầu màu rất đậm chứ không phải vàng nhạt như hình.,negative
Thời gian giao hàng rất nhanh,positive
Vải hơi mỏng.,negative
"Chất vải tốt, áo mặc vừa in",positive
Chất xấu dã man.,negative
Có quà có quà thích quá shop ơi ... tk shop,positive
Ko thjk mùi này lắm...,negative
Giao hàng nhanh,positive
16h nhận dc hàng.,negative
Áo đẹp trong tầm giá,positive
"Cái này mặc ko vừa, mình gửi lại và shop sẽ gửi lại cho mình cái khác.",negative
Shop phục vụ rất tốt,positive
Rộng.Vải khác những màu kia.,negative
Hàng giao nhanh mẫu mã tuyệt vời Shop phục vụ rất tốt Rất đáng tiền,positive
Mỏng quá.,negative
Sẽ ủng hộ shop thêm,positive
Hàng chất lượng kém.,negative
Váy xinhh,positive
Không giống màu.,negative
"Mặc vào rất gọn gàng, đứng áo",positive
"Oder xám hồng nhưng giao xanh hồng, hơi thất vọng hix.",negative
Sản phẩm y hình,positive
hang thay gom ko dam ghe shop mua lan sau luon.,negative
"Order của shop luôn luôn ưng, 1000 sao cho shop 😘",positive
Chất liệu ko đep lắm.,negative
"Chất lượng sản phẩm tuyệt vờ,i Đóng gói sản phẩm rất đẹp và chắc chắn ,Thời gian giao hàng rất nhanh",positive
Thời gian giao hàng hơi lâu chút .,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Váy đặt size L giao size S .,negative
Cho 5 sao,positive
Size hơi to so với chân mình.,negative
Mình sẽ ủng hộ shop dài dài 😘,positive
Đt thì hẹn k gửi card lại.,negative
Thích shop lắm ủng hộ dài dài,positive
Làm ăn như lol . nt đell tl moi ng xem xét tr khi mua.,negative
Giao hàng nhanh chất len khá Ok nhưng có hơi ngứa,positive
Nt cho shop thì sh k tlời.,negative
Sẽ ủng hộ shop dài dài,positive
Giao hàng thì như beep.,negative
"Giày đẹp shop ơiiii, nhưng có 1 chút lỗi nhỏ vì đế giày hơi nhăn cộng thêm có chỗ bẩn tẹo teo, nhưng ks ạ, shop rất tận tình và ship hàng rất nhanh, cảm ơn shop",positive
Sp như đã để quá cũ... haiz...,negative
Shop phục vụ tốt,positive
Box méo☹️.,negative
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng quá nhanh,positive
Giao nhầm sp.,negative
"Hợp với giá tiền, cảm ơn shop nhe",positive
Pin sạc bị lỗi .,negative
Giao hàng nhanh phục vụ tốt,positive
Vải khá mỏng.,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
"Áo nóng, vải có vẻ sẽ nhăn.",negative
sẽ ủng hộ shop thời gian tới,positive
"Size M nhưg rộng thùng thình, những bạn người nhỏ bé thì k nên bon chen.",negative
"Bán hàng đẹp mà rẻ quá, lại còn kèm quà tặng nữa chớ",positive
Giao k đúng hàng thu thêm tiền mà k thông báo vs khách hàng.,negative
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Nhưng phí ship hơi đắc nha shop,positive
Vải ngoài tốt nhưng lớp lót ko đc tốt lắm.,negative
"Shop phục vụ rất tốt, giao hàng nhanh lắm ạ hihi",positive
"vải xấu, gửi nhầm màu nữa chứ!",negative
"Chất lượng được, đóng gói không đẹp",positive
Xem như là test :(( chắc muốn mua áo dày phải đắt tiền hơn.,negative
Chưa đi thử chưa biết như thế nào,positive
"Rất không đáng tiền, hàng bai nhão... lại còn bị rách như giẻ lau.",negative
"Set đồ tập rất xinh, chất đẹp",positive
Chất lượng sp kém.,negative
Sp tuyệt vời,positive
Mình đặt đợt gần lễ nên thời gian giao hàng hơi lâu.,negative
Chất vải cứng ko đc đẹp lắm nhưng so vs giá tiền là rất okie r,positive
Vải bình thường hơi mỏng.,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,positive
From rộng màu như hình giao hàng nhanh nhưng những chỗ sau áo bị bay tróc nhiều.,negative
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời,positive
Nhìn xuyên qua thấy tay luôn.,negative
Chất lượng sản phẩm tương đối.shop chuẩn bị hàng nhanh.bên giao cũng nhanh.2ngày là nhận đc hàng,positive
Tai nghe bluetooth không sài được.,negative
"Chất lượng sản phẩm tuyệt vời, chất đẹp, mặc vừa vặn",positive
- Chất lượng SP: không giống như mô tả!,negative
Sản phẩm dày đẹp,positive
Định trả lại nhưng ngại phiền nên thui.,negative
Giày đẹp gói tốt nhé,positive
Áo wa mong ma ngắn nữa tgian giao hàng nhang.,negative
Shop phục vụ rất tốt !!,positive
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém.,negative
Shop con tang kem qua nua,positive
K giống mầu trong ảnh Đường may k đẹp lắm.,negative
Áo rất đẹp 👍👍👍,positive
"Chất lượng sản phẩm rất kém , ko có độ co giãn .",negative
Thấy shop bảo sản phẩm được bảo hành một năm,positive
Nói chung giày tệ quá so với quảng cáo.,negative
Giao hàng rất nhanh,positive
Size m rong lam.,negative
Rất đáng tiền,positive
Chữ trên áo mờ.,negative
"Hạt chia mẩy, đẹp",positive
Xl..,negative
Hộp rất đẹp,positive
"Giao thiếu hàng ngay món mình cần, bực bội quá.",negative
Áo mỏng hơn so với áo màu vàng,positive
"Chân mình 24,5 mà đeo vào khó chịu.",negative
Quần đẹp,positive
Không đẹp.,negative
Đầu tiên mình muốn nói chất lượng rất tuyệt chỉ đóng góp 1 xíu í kiến hoi là ngày đuôi giày hong có 3 sọc như bản của adidas và đế lại là chữ beest hơi buồn nhưng đối với đôi giày sp như vậy là ổn nếu kh ngại 2 lí do trên các bạn thoải mái mua hàng nha 5* cho chị chủ và 4* cho sản phẩm đúng size nh,positive
"Bực mình, đặt hàng đợi hoài cá chết hết mà chẳng thấy còn giao nhầm cho ai, vậy mà cũng có người nhận hay thật.Nên coi lại cách phục.",negative
Bố t thích áo này lắm y,positive
Túi mỏng quá.,negative
"Chất lượng sản phẩm tuyệt vời, áo rất đẹp , m 42kg cao 1m55 mặc vừa y, rất đáng tiền",positive
Giao sai sản phẩm.,negative
"Mình nhận đc rồi , đóng gói cẩn thận",positive
"Vải hơi mỏng, mới mặc đã rách, thiet là mất mặt.",negative
Áo đẹp và giống hình lắm,positive
Mặc hơi nóng.,negative
"Khá là tốt , nên mua",positive
Buồn hàng ko giống ảnh.,negative
Túi đẹp như hình,positive
"Áo hơi mỏng và chắc hơi nhăn quá, chắc do đóng gói.",negative
Cảm ơn món quà nhỏ của shop. 😙,positive
Và chất vải cũng k đáng mong đợi cho lắm.,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền,positive
Vải hơi xấu.,negative
Đẹp,positive
k đẹp lại còn dài nữa.,negative
Rất ok,positive
"Tư vấn ko nhiệt tình, trả lời cộc lốc với ng mua.",negative
Áo hơi mỏng nhưng rờ mịn,positive
Bỉm để lâu.,negative
"Chủ shop rất có trách nhiệm, chủ động liên hệ hướng dẫn sử dụng rất nhiệt tình",positive
"Quần áo nhão nhèo nhèo, k đẹp.",negative
Shop gửi hàng nhanh,positive
