Sentiment,Tokens,Reviews
positive,"['giảng_viên', 'năng_nổ', 'hoạt_bát']","giảng viên năng nổ , hoạt bát , dễ gần ."
negative,"['âm', 'thầy', 'giảng', 'hơi_nhỏ', 'khăn', 'giảng']","âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng ."
positive,"['lớp_học', 'sôi_động']",lớp học sôi động .
negative,"['thay_đổi', 'hình_thức', 'khảo_sát', 'môn_học', 'môn_học', 'lớp', 'hạn', 'báo_cáo', 'giảng_viên']",nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .
positive,['lớp'],đến lớp đúng giờ !
negative,"['sinh_viên', 'câu']","sinh viên hỏi , nhận câu trả lời cũng như không hỏi ."
positive,"['dạy', 'nhiệt_tình', 'tận_tâm', 'kiên_nhẫn', 'sinh_viên', 'nghề']","cô dạy nhiệt tình , tận tâm , kiên nhẫn với sinh viên và với nghề ."
negative,"['bắt_buộc', 'tập', 'dạng', 'tập', 'tương', 'khuyến_khích', 'sinh_viên']","em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm ."
positive,"['tập', 'thực_hành', 'giúp', 'sinh_viên', 'nâng', 'kỹ_năng', 'lập_trình']",bài tập thực hành giúp sinh viên nâng cao mạnh kỹ năng lập trình .
negative,"['thống', 'hình_thức', 'thi', 'tập', 'tuần', 'công_bố']","không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố ."
positive,"['giảng_viên', 'dạy']",giảng viên dạy bài dễ hiểu .
negative,"['thời', 'giảng_dạy', 'thú_vị', 'học', 'môn', 'toán']",nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .
positive,"['thầy', 'day', 'nắm_bắt', 'kiến_thức', 'dạy', 'lan_man']","thầy day dễ hiểu , dễ nắm bắt được kiến thức , không dạy lan man ."
negative,"['mong', 'toàn_thể', 'giảng_viên', 'xét', 'danh', 'đại_học', 'tự_học', 'phổ_thông']",em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .
positive,"['dạy', 'thầy', 'vấn_đề']",cách dạy của thầy rất có vấn đề .
negative,"['sức_khỏe', 'cổ_họng', 'colonsmile']","chú ý giữ sức khỏe , nhất là cổ họng colonsmile ."
positive,"['tận_tình', 'giảng_dạy']",cô tận tình giảng dạy .
negative,"['máy', 'phòng', 'thực_hành', 'tệ']",máy ở phòng thực hành quá tệ .
positive,"['giảng_viên', 'gũi', 'sinh_viên']","giảng viên nói chuyện dễ nghe , gần gũi với sinh viên ."
negative,"['giảng_viên', 'tập']",giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .
positive,"['giảng_viên', 'giảng_dạy', 'giúp_đỡ', 'sinh_viên', 'nhiệt_tình']","giảng viên giảng dạy dễ hiểu , giúp đỡ sinh viên nhiệt tình ."
negative,"['nội_dung', 'mơ_hồ', 'áp', 'suy', 'học']","em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học ."
positive,"['thầy', 'chia_sẻ', 'truyền', 'chiêu', 'hiếm', '(', 'thầy', 'pro', ')']","thầy còn chia sẻ , truyền lại những chiêu mà em hiếm được thấy ( thầy rất là pro ) ."
negative,"['nâng', 'máy', 'phòng', 'thực_hành', 'kit', 'de2', 'lỗi', 'sửa_chữa', 'thay']","cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới ."
positive,"['giảng_viên', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên']","giảng viên nhiệt tình , chịu khó giúp đỡ sinh viên ."
negative,"['môn', 'lý_thuyết', 'đáp_ứng', 'đồ_án']",em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .
positive,"['khả_năng', 'truyền', 'định_hướng', 'nghề_nghiệp']",khả năng truyền đạt tốt và định hướng nghề nghiệp .
negative,"['phương_pháp', 'dạy']",phương pháp dạy chưa hay .
positive,"['giảng_viên', 'xinh_đẹp', 'dạy']",giảng viên xinh đẹp dạy tốt .
negative,"['trễ', 'colonsad']",hay bị về trễ colonsad .
positive,"['thầy', 'dạy', 'sức_hút']","thầy dạy hay , có sức cuốn hút ."
negative,"['dạy', 'chi_tiết']",cần dạy chi tiết hơn .
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'giải_quyết', 'thắc_mắc', 'sinh_viên']","giảng viên tận tâm , nhiệt tình trong giải quyết mọi thắc mắc của sinh viên ."
negative,"['đề', 'thi', 'thực_hành', 'nêu', 'yêu_cầu', 'cụ_thể', 'ràng']","đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn ."
positive,"['giảng_viên', 'vui']","giảng viên tốt , vui tính ."
negative,"['giọng', 'giảng_viên', 'thể', 'giảng', 'thầy']",giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .
positive,"['tài_liệu', 'kiến_thức']",tài liệu đầy đủ kiến thức .
negative,"['dạy', 'hơi_nhiều', 'hơi']","dạy hơi nhiều , và hơi nhanh ."
positive,"['thầy', 'thân_thiện', 'giải_đáp', 'thắc_mắc', 'định_hướng', 'nghiên_cứu_sinh_viên', 'nhiệt_tình']","thầy thân thiện , giải đáp thắc mắc và định hướng nghiên cứu cho sinh viên một cách nhiệt tình ."
negative,"['khí', 'thoải_mái', 'tiết', 'học_sinh_viên', 'yêu', 'môn_học', 'giảng_viên']",nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .
positive,"['thầy', 'dạy', 'nhiệt_tình', 'tận_tâm', 'giúp', 'sinh_viên', 'chất_vấn_đề', 'cung', 'giảng', 'sinh_viên', 'tham_khảo', 'dạy']","thầy dạy khá nhiệt tình , tận tâm , giúp sinh viên hiểu rõ bản chất vấn đề nhưng nếu cung cấp bài giảng cho sinh viên tham khảo trước mỗi buổi dạy thì tốt hơn ."
negative,"['toàn', 'học', 'vòng', 'lặp', '""', 'if', '""', '""', 'for', '""', '""', 'while', '""', 'bữa', 'lơ_mơ', 'học', 'struct', 'file', 'header', 'đề', '5_điểm']","cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó ."
positive,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'hòa', 'đồng']","giảng viên tận tâm , nhiệt tình , hòa đồng ."
negative,['buồn_ngủ'],quá dễ dẫn đến buồn ngủ .
positive,"['thầy', 'gũi', 'vui_vẻ', 'lịch_sự', 'sinh_viên']","thầy rất gần gũi và luôn vui vẻ , lịch sự với sinh viên ."
negative,"['phương_pháp', 'truyền', 'giảng_viên', 'hiệu_quả', 'lắm']",phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .
positive,"['áp_dụng', 'thực_tế', 'sống']",hiểu và áp dụng được vào trong thực tế cuộc sống .
negative,"['giáo_viên', 'khí', 'vui_vẻ', 'lớp_học']",giáo viên chưa tạo được không khí vui vẻ trong lớp học .
positive,"['sử_dụng', 'ví_dụ', 'giúp', 'sinh_viên', 'nắm', 'kiến_thức']",sử dụng nhiều ví dụ giúp sinh viên nắm kiến thức nhanh .
negative,"['thầy', 'lạc_đề']",có lúc thầy lạc đề .
positive,"['môn', 'môn', 'hài']",môn này là môn em hài lòng nhất từ trước tới giờ .
negative,"['thầy', 'dạy', 'hơi', 'chậm']",thầy dạy hơi chậm .
positive,"['thầy', 'wzjwz267', 'dạy', 'sinh_viên', 'tiến']",nhờ thầy wzjwz267 dạy thế nhiều sinh viên tiến bộ hơn .
negative,"['slide', 'giảng', 'giảng_viên', 'xác']",nhiều phần trong slide bài giảng của giảng viên không chính xác .
positive,"['giáo_viên', 'nhẹ_nhàng', 'lịch_sự', 'mến', 'đảm_bảo', 'dạy']","giáo viên rất nhẹ nhàng lịch sự , dễ mến , luôn đảm bảo đủ giờ dạy và luôn đúng giờ ."
negative,"['môn_học', 'phân_chia', 'hợp_lý', 'thời_gian', 'học', 'học', 'đặc_biệt', 'thời_gian', 'học', 'rút', 'ngắn', 'học', 'thời_gian']","môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn ."
positive,"['giải', 'chi_tiết', 'khó_hiểu']",cô giải thích chi tiết các phần khó hiểu .
negative,"['thực_hành', 'tiêu_chí', 'môn_học', 'đi', 'sinh_viên', 'học_tập', 'giảng_viên', 'tích_cực', 'giải_đáp', 'thắc_mắc', 'hỗ_trợ', 'sinh_viên', 'thực_hành']","thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành ."
positive,"['dạy', 'tận_tình']","cô dạy tận tình , dễ hiểu ."
negative,"['nội_dung', 'tiết', 'học', 'lan_man', 'cảm_tưởng', 'thầy', 'dạy', 'tiếng', 'chuyên_ngành', 'đào_sâu', 'kỹ_thuật']","nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật ."
positive,"['giảng_viên', 'mẫu', 'thực_hành', 'sinh_viên']",giảng viên làm mẫu một số bài thực hành cho sinh viên .
negative,['giảng_dạy'],nên tự tin hơn trong việc giảng dạy .
positive,"['giảng_viên', 'thân_thiện']",giảng viên thân thiệt .
negative,"['giảng_viên', 'bám_sát_được', 'sinh_viên']",giảng viên chưa bám sát được sinh viên .
positive,"['thầy', 'giảng', 'sát', 'thực_tiễn', 'đời', 'truyền', 'thầy']","thầy giảng bài rất sát với thực tiễn ngoài đời , em rất thích cách truyền đạt của thầy ."
negative,"['thầy', 'lý_thuyết', 'nhàm_chán']",nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .
positive,"['giảng', 'diễn', 'giúp', 'sinh_viên', 'dàng', 'tiếp_thu', 'kiến_thức']","giảng hay , diễn đạt tốt , giúp sinh viên dễ dàng tiếp thu kiến thức mới ."
negative,"['phòng', 'lab', 'chán', 'lắm', 'hư_hỏng']","phòng lab chán lắm , hư hỏng hết cả ."
positive,"['giảng_viên', 'nhiệt_tình', 'vui', 'truyền', 'tiếp_thu']","giảng viên rất nhiệt tình , vui tính , cách truyền đạt dễ tiếp thu ."
negative,"['nội_dung', 'môn_học', 'khô_cứng']","nội dung môn học còn khô , cứng !"
positive,"['đẹp', 'colonsmile']",cô đẹp colonsmile .
negative,"['hơi_nhỏ', 'hơi', 'buồn_ngủ']",cô nói hơi nhỏ nên hơi buồn ngủ .
positive,"['dạy', 'kiến_thức', 'mặt', 'sống', 'lồng_ghép', 'giảng', 'giúp', 'giảng', 'sinh_động']","cô dạy rất hay và dễ hiểu , kiến thức về nhiều mặt cuộc sống cũng được lồng ghép vào bài giảng giúp bài giảng sinh động ."
negative,"['dạy', 'khó_hiểu']",có lúc dạy khó hiểu .
positive,"['vui_vẻ', 'thương', 'hỗ_trợ', 'sinh_viên', 'tích_cực']",cô vui vẻ dễ thương hỗ trợ sinh viên tích cực .
negative,"['học', 'xong', 'môn', 'nhập_môn', 'điện_tử_thiết', 'môn_học', 'học', 'thực_tế', 'sinh_viên', 'động_lực_học', 'lý_thuyết', 'đôi', '""', 'khô_khan', '""', '""', 'lạ', '""', 'đồng_thời', 'đam_mê', 'môn', 'điện_tử', 'đầu', 'học', '""', 'nhập_môn', '""']","sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" ."
positive,"['giảng_viên', 'nhiệt_tình', 'trình', 'giảng_dạy']",giảng viên nhiệt tình trong quá trình giảng dạy .
negative,"['sở', 'liệu', 'kết_hợp', 'thiết_kế', 'sở', 'liệu', 'kiến_thức', 'thi', 'trắc_nghiệm', 'đánh_giá', 'kiến_thức', 'học', 'đảm_bảo', 'lắm']","cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ ."
positive,"['nhiệt_tình', 'vui_vẻ', 'sinh_viên']","nhiệt tình , vui vẻ với sinh viên ."
negative,"['đề', 'phải_có', 'đáp_án', 'sinh_viên', 'tập', 'dần', 'thói_quen', 'đọc', 'code']","ra đề thì phải có đáp án , để sinh viên tập dần thói quen đọc code ."
positive,"['thầy', 'dạy', 'nhiệt_tình', 'giúp_đỡ', 'học_sinh', 'giảng', 'cặn_kẽ']","thầy dạy nhiệt tình , giúp đỡ học sinh hiểu bài , giảng cặn kẽ ."
negative,"['tập', 'lớp', 'giải', 'lớp']",em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp .
positive,['vui'],lại vui tính nữa .
negative,"['môn_học_thuyết_trình', 'egov', 'đồ_án']",môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án .
positive,"['thầy', 'chuẩn', 'thực_hành', 'sát', 'kiến_thức', 'học_sinh_viên']","thầy chuẩn bị bài thực hành sát với kiến thức được học , sinh viên cần gì có đó ."
negative,"['thực_hành', 'hình_thức', '2', 'thể', 'tham_gia', 'học', 'xuyên', 'lắm']",thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ !
positive,"['thầy', 'tận_tình']",thầy tận tình .
negative,"['bàn', 'ghế', 'bụi']",bàn ghế còn bụi .
positive,"['nội_dung', 'thực_hành', 'hợp_lý']",nội dung thực hành rất hợp lý .
negative,"['giảng_viên', '30', 'giây', '9', 'lập_tức']",tôi đã thấy giảng viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay lập tức .
positive,"['dạy', 'kỹ']",cô dạy kỹ .
negative,"['phòng', 'thực_hành', 'nâng', 'máy']",phòng thực hành nên nâng cấp máy tính .
positive,['nhiệt_tình'],"nhiệt tình , dễ hiểu , đúng giờ ."
negative,"['thầy', 'nhắc', 'dạy', 'hôm']",thầy ít khi nhắc lại về phần đã dạy hôm trước .
positive,"['phương_pháp', 'thái_độ', 'nhiệt_tình', 'giảng_viên']","phương pháp , thái độ và sự nhiệt tình của giảng viên ."
negative,"['thầy', 'tham_gia', 'thực_hành', 'sinh_viên', 'chỗ', 'tụi', 'mày_mò', 'xong', 'thầy', 'chấm']","thầy nên tham gia thực hành cùng sinh viên , không phải là chỉ ngồi một chỗ , tụi em tự mày mò làm xong rồi thầy mới xuống chấm điểm ."
positive,"['nhiệt_tình', 'truyền', 'sinh_viên', 'xuyên', 'giúp_đỡ', 'sinh_viên', 'khăn']","cô nhiệt tình truyền đạt cho sinh viên , thường xuyên giúp đỡ cho sinh viên trong những lúc khó khăn ."
negative,"['mong', 'giảng_viên', 'áp_dụng']",mong muốn giảng viên nào cũng áp dụng như vậy thì quá tốt .
positive,"['hài', 'dạy', 'phương_thức', 'truyền', 'thầy', 'wzjwz161']",hài lòng về cách dạy và phương thức truyền đạt của thầy wzjwz161 .
negative,"['giảng_viên', 'chuẩn', 'giáo_án', 'lớp', 'giảng_viên', 'diễn', 'học', 'diễn', 'sinh_viên']","giảng viên cần chuẩn bị giáo án trước khi đến lớp , giảng viên diễn đạt không tốt cần phải học cách diễn đạt cho sinh viên dễ hiểu ."
positive,"['giảng', 'kỹ', 'lý_thuyết', 'sinh_viên', 'bắt_đầu', 'thực_hành']",giảng kỹ lý thuyết trước khi cho sinh viên bắt đầu thực hành .
negative,"['học', 'môn', 'lập_trình', 'trực_quan']",cần học môn lập trình trực quan trước .
positive,"['thầy', 'dạy', 'tích_cực']",thầy dạy rất tích cực .
negative,"['truyền', 'kiến_thức', 'kém', 'hiệu_quả', 'dạy', 'dạy', 'đọc', 'chữ', 'slide', 'sinh_viên', 'tập']","cách truyền đạt kiến thức kém hiệu quả , cô dạy giống như là không dạy , chỉ đọc chữ trong slide rồi cho sinh viên làm bài tập ."
positive,"['thầy', 'dạy', 'kỹ', 'sinh_viên']","thầy chịu khó , dạy kỹ nếu sinh viên chưa hiểu ."
negative,"['tốn', 'thời_gian', 'truyền', 'hứng_thú', 'lớp', 'giảng', 'hạn_chế']","làm tốn thời gian truyền đạt , dẫn đến hứng thú lên lớp nghe giảng bị hạn chế ."
positive,"['thầy', 'lớp_học', 'vui', 'hào_hứng', 'lớp']","thầy rất dễ tính , lớp học vui tạo sự hào hứng , mỗi khi tới lớp ."
negative,"['văn', 'chuyên_ngành', 'nội_dung', 'học']",thêm phần anh văn chuyên ngành vào nội dung học .
positive,"['thầy', 'tận_tình', 'trao_đổi', 'lớp']",thầy tận tình hay trao đổi nhiều với lớp .
negative,"['thời_gian', 'sinh_viên', 'ngẫm', 'học', 'nội_dung', 'kịp', 'chương_trình']",chưa có thời gian cho sinh viên ngẫm nghĩ điều mình mới học mà đã qua nội dung khác để theo kịp chương trình .
positive,"['đẹp', 'thương']",cô cứ bị đẹp và dễ thương thế nào ý .
negative,"['cập_nhật', 'thi', 'kỳ', 'chậm', 'sinh_viên', 'độ', 'phấn_đấu']","cập nhật điểm thi giữa kỳ chậm , nên sinh viên không biết mức độ phấn đấu như thế nào !"
positive,"['giảng_viên', 'gũi', 'vui_vẻ', 'giải_đáp', 'thắc_mắc', 'sinh_viên']","giảng viên gần gũi , vui vẻ giải đáp thắc mắc của sinh viên ."
negative,"['thầy', 'vui']",thầy không vui tính .
positive,"['môi_trường', 'năng_động', 'giúp_đỡ', 'sinh_viên', 'kỹ_năng', 'học_tập', 'cư_xử', 'sống']","tạo ra một môi trường năng động , giúp đỡ nhiều cho sinh viên trong kỹ năng học tập và làm việc cũng như cách cư xử trong cuộc sống ."
negative,"['giảng', 'nâng', 'sinh_viên', 'bối_rối']",giảng nhiều phần nâng cao làm sinh viên bối rối .
positive,"['nhiệt_tình', 'vui_truyền']","nhiệt tình , vui tính , truyền đạt dễ hiểu ."
negative,"['thời_gian', 'nộp', 'lớp', 'hơi', 'ngắn']",thời gian nộp bài tại lớp hơi ngắn .
positive,"['thân_thiện', 'học_sinh']","dễ hiểu , thân thiện với học sinh ."
negative,"['sách', 'học', 'chi_tiết', 'hiệu_quả', 'colonsmilesmile']","cần có sách học hay , chi tiết , hiệu quả colonsmilesmile ."
positive,"['hướng', 'cụ_thể', 'giải', 'khăn', 'sinh_viên']",luôn hướng dẫn cụ thể và giải thích những khó khăn cho sinh viên .
negative,"['phương_pháp', 'giảng_dạy', 'khó_hiểu']",phương pháp giảng dạy còn khó hiểu .
positive,"['giảng_viên', 'hướng', 'chi_tiết', 'lưu', 'ngành']","giảng viên hướng dẫn chi tiết , nói qua một số điểm lưu ý trong ngành ."
negative,"['nội_dung', 'lý_thuyết', 'thực_hành', 'môn_học', 'bất_kỳ', 'liên_hệ', 'nội_dung', 'lý_thuyết', 'phù_hợp', 'môn_học', 'quan_tâm', 'mong', 'sinh_viên', 'kiến_thức', 'quản_trị', 'mạng', 'như_mong_đợi']",nội dung lý thuyết và thực hành của môn học không có bất kỳ liên hệ gì với nhau nội dung lý thuyết không phù hợp với môn học và không tạo được sự quan tâm và mong muốn của sinh viên về kiến thức quản trị mạng như mong đợi .
positive,"['thầy', 'dạy', 'nhiệt_tình']","thầy dạy đầy đủ , nhiệt tình ."
negative,"['khả_năng', 'truyền']",cần có khả năng truyền đạt tốt hơn !
positive,"['giảng_viên', 'nhiệt_tình', 'công', 'chấm']","giảng viên rất nhiệt tình , công bằng trong việc chấm điểm ."
negative,['lỗi'],em xin lỗi nhưng đó là sự thật !
positive,"['giáo_viên', 'giảng_dạy', 'tâm_huyết']",giáo viên giảng dạy có tâm huyết .
negative,['giáo_trình'],không có giáo trình .
positive,['chia_sẻ'],chia sẻ cho em nhiều điều hay .
negative,"['cải_thiện', 'chất', 'phòng', 'máy', 'thực_hành']",cải thiện chất lượng phòng máy thực hành .
positive,"['slide', 'giáo_trình']",slide giáo trình đầy đủ .
negative,"['tập', 'rèn_luyện', 'kỹ_năng', 'giao_tiếp']",cần thêm bài tập và rèn luyện kỹ năng giao tiếp .
positive,"['nhiệt_tình', 'giảng_dạy', 'gũi', 'sinh_viên']","nhiệt tình giảng dạy , gần gũi với sinh viên ."
negative,"['mặt', 'thầy', 'quên', 'colondoublesurprise']","em còn chưa thấy mặt thầy nữa , hoặc có nhưng quên rồi colondoublesurprise ."
positive,"['thầy', 'giảng', 'tập', 'ví_dụ', 'lớp']","thầy giảng bài hay , có nhiều bài tập ví dụ ngay trên lớp ."
negative,"['nội_dung', 'môn_học', 'thầy', 'triển_khai', 'khung', 'thầy', 'dạy', 'servlet', 'khó_hiểu', 'sinh_viên', 'góp', 'thầy', 'chủ_nhiệm', 'thay_đổi']","các nội dung môn học thầy triển khai không đúng theo khung , mới vào mà thầy dạy servlet thì rất khó hiểu , sinh viên có góp ý qua thầy chủ nhiệm nhưng vẫn không thay đổi ."
positive,"['giảng_viên', 'đảm_bảo', 'thời_gian', 'lớp', 'tích_cực', 'câu', 'sinh_viên', 'xuyên', 'câu', 'sinh_viên']","giảng viên đảm bảo thời gian lên lớp , tích cực trả lời câu hỏi của sinh viên , thường xuyên đặt câu hỏi cho sinh viên ."
negative,"['slide', 'giảng', 'lẫn_lộn', 'việt', 'tiếng', 'việt', 'giảng_viên', 'google', 'dịch', 'đọc']","slide bài giảng còn lẫn lộn anh việt , phần tiếng việt thì giảng viên lại dùng google dịch nên đọc không hiểu ."
positive,"['thầy', 'tận_tình', 'đi', 'dạy']",thầy rất tận tình và đi dạy rất đúng giờ .
negative,"['thời_gian', 'sinh_viên', 'thời_gian', 'hoàn_thành', 'đồ_án', 'môn_học']",cần cho nhiều thời gian để sinh viên có đủ thời gian hoàn thành đồ án môn học .
positive,"['hài', 'tất']",hài lòng về tất cả .
negative,"['đôi', 'câu', 'mơ_hồ', 'sinh_viên', 'khía_cạnh', 'cũ', '(', 'chương', 'chương', 'hiện', ')']","đôi lúc hỏi một số câu hỏi rất mơ hồ khiến sinh viên không biết đang được hỏi về khía cạnh nào , cũ hay mới ( chương trước hay chương hiện tại ) ."
positive,"['nhiệt_tình', 'vui_vẻ']","nhiệt tình , vui vẻ ."
negative,"['hy_vọng', 'thầy', 'cải_tiến', 'hoạt_động', 'sôi_nổi']",hy vọng thầy sẽ cải tiến làm cho hoạt động sôi nổi hơn .
positive,"['nhiệt_tình', 'trao_đổi', 'giúp_đỡ', 'học_tập']",thấy nhiệt tình trong việc trao đổi giúp đỡ về học tập .
negative,"['nhàm_chán', 'nâng', 'kiến_thức']","quá nhàm chán , không nâng cao được kiến thức ."
positive,"['phong', 'giảng', 'thầy', 'gũi', 'sinh_viên']",phong cách giảng bài của thầy rất gần gũi với sinh viên !
negative,"['thời', 'khóa', 'biểu_hiện', 'học', 'thực_hành', 'sinh_viên', 'thực_hành', 'vấn_đề', 'khăn']",theo thời khóa biểu hiện nay thì học thực hành trước nên sinh viên lúc thực hành chưa hiểu vấn đề nên khó khăn trong việc làm bài .
positive,"['giảng_dạy', 'kết_hợp', 'hoạt_động', 'giải_trí', 'hiệu_quả']",giảng dạy kết hợp các hoạt động giải trí có hiệu quả .
negative,"['tốc_độ', 'giải']",cô nên tăng tốc độ giải bài hơn .
positive,"['tiết', 'học', 'thoải_mái']",tiết học thoải mái .
negative,"['tài_liệu', 'tiếng', 'khăn', 'ôn_thi']",tài liệu tiếng anh gây khó khăn cho ôn thi .
positive,"['thầy', 'nhiệt_tình', 'quan_tâm', 'sinh_viên']","thầy nhiệt tình , quan tâm tới sinh viên ."
negative,"['khả_năng', 'truyền', 'kiến_thức']",khả năng truyền đạt kiến thức không cao .
positive,"['giảng_dạy', 'nhiệt_tình', 'hướng', 'chi_tiết', 'sinh_viên']","giảng dạy nhiệt tình , hướng dẫn chi tiết đến lúc sinh viên hiểu !"
negative,"['nâng', 'chất', 'trang_thiết']",cần nâng cao chất lượng trang thiết bị .
positive,"['tài_liệu', 'bổ_sung', 'moodle']",tài liệu được bổ sung nhiều và đầy đủ trên moodle .
negative,"['đầu_tư', 'thiết', 'sinh_viên', 'mượn', 'điện_thoại', 'android', 'windows', 'phone']","đầu tư các thiết bị cho sinh viên mượn , như điện thoại android , windows phone ."
positive,"['tập', 'đa_dạng', 'cụ_thể']","bài tập đa dạng , cụ thể ."
negative,"['phân_chia', 'hợp_lý', 'chất', 'học_tập']",việc phân chia nhóm không hợp lý dẫn tới chất lượng học tập không tốt .
positive,"['slide', 'up', 'học']",slide up đầy đủ trước mỗi buổi học .
negative,"['máy', 'hỗ_trợ', 'học', 'chỉ_làm', 'sinh_viên', 'phân_tán']","phần máy tính không hỗ trợ cho việc học nhiều , chỉ làm sinh viên phân tán ."
positive,"['thầy', 'tận_tình', 'hướng', 'giải_quyết', 'thắc_mắc', 'sinh_viên']","thầy tận tình hướng dẫn cách làm , giải quyết những thắc mắc của sinh viên ."
negative,"['tiền', 'tùy', 'nghèo', 'lỗi', 'tiền', 'thuế', 'đóng_góp', 'gọi', 'xây_dựng']","đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi ."
positive,"['chúc', 'thầy', 'vui_vẻ']","chúc các thầy cô , anh chị làm việc vui vẻ !"
negative,"['thời_gian', 'học']",cần tăng thời gian học .
positive,['nhiệt_tình'],"hay , nhiệt tình , dễ hiểu ."
negative,"['tổ_chức', 'hội_thảo', 'liên_quan', 'nội_dung', 'môn_học']",nên tổ chức thêm những buổi hội thảo liên quan đến nội dung môn học .
positive,"['thầy', 'dạy', 'khá_hay', 'cung', 'thông', 'liên_quan', 'môn_học', 'hướng', 'giải_quyết_sinh_viên', 'vấn_đề', 'khăn', 'đồ_án']","thầy dạy khá hay , cung cấp nhiều thông tin liên quan đến môn học , đưa ra nhiều hướng giải quyết khi sinh viên gặp vấn đề khó khăn với đồ án !"
negative,"['đề_nghị', 'thầy', 'share', 'slide', 'giảng_dạy', 'lớp']",đề nghị thầy share slide giảng dạy trên lớp .
positive,"['hy_vọng', 'học_kỳ', 'thể', 'học']",hy vọng học kỳ sau có thể học được với cô .
negative,"['trang', 'trang_thiết', 'phòng', 'thực_hành', 'phòng', 'lab', 'sinh_viên', 'thể', 'thực_hành', 'học', 'trực_tiếp_thiết']",nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật .
positive,"['thầy', 'tận_tâm', 'nhiệt_tình', 'quan_tâm', 'sinh_viên', 'giảng', 'kiến_thức', 'sâu_rộng', 'am']","thầy rất tận tâm nhiệt tình , quan tâm đến sinh viên , giảng bài dễ hiểu , kiến thức sâu rộng am hiểu cao ."
negative,"['cải_tiến', 'hệ_thống', 'chấm', 'online', 'update', 'tập', 'tất', 'học_sinh', 'bảng', 'xếp_hạng', 'codefun', 'miền', 'bắc']","nên cải tiến hệ thống chấm điểm online , update bài tập cho tất cả học sinh làm rồi có bảng xếp hạng , như bên codefun của miền bắc ."
positive,"['dạy', 'nhiệt_huyết', 'mỉm_cười', 'kiên_trì', 'giảng']","cô dạy với nhiệt huyết của mình , dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu ."
negative,"['hạn_chế', 'dạy', 'slide']",hạn chế dạy bằng slide .
